,kmatplot.csv,raygina.csv,mob-sen-plat.csv,applet2app.csv,upp-mirror.csv,cities3d.csv,pidgin.csv,mscore.csv,wishmaster.csv,riff-evolve.csv,lphant.csv,autowikibrowser.csv,quickfast.csv,libarchive.csv
applet2app.csv,0.54,0.52,0.68,0.97,0.54,0.56,0.53,0.66,0.09,0.55,0.78,0.66,0.3,0.55
autowikibrowser.csv,0.67,0.53,0.28,0.64,0.61,0.7,0.65,0.55,0.57,0.35,0.5,0.96,0.65,0.38
cities3d.csv,0.36,0.19,0.07,0.44,0.19,0.91,0.23,0.28,0.09,0.41,0.21,0.21,0.16,0.35
kmatplot.csv,0.98,0.15,0.04,0.25,0.35,0.36,0.06,0.26,0.17,0.1,0.11,0.21,0.2,0.34
libarchive.csv,0.67,0.58,0.35,0.59,0.55,0.72,0.51,0.59,0.46,0.29,0.45,0.58,0.43,0.95
lphant.csv,0.53,0.51,0.65,0.63,0.6,0.67,0.6,0.37,0.39,0.45,0.93,0.64,0.49,0.57
mob-sen-plat.csv,0.55,0.5,0.95,0.54,0.56,0.48,0.69,0.65,0.45,0.53,0.59,0.65,0.65,0.54
mscore.csv,0.46,0.53,0.31,0.53,0.63,0.77,0.61,0.99,0.49,0.4,0.4,0.45,0.64,0.43
pidgin.csv,0.55,0.61,0.58,0.63,0.51,0.62,0.99,0.64,0.51,0.64,0.48,0.62,0.52,0.65
quickfast.csv,0.62,0.73,0.33,0.6,0.72,0.62,0.54,0.62,0.64,0.49,0.46,0.6,1.0,0.69
raygina.csv,0.57,0.9,0.21,0.5,0.47,0.75,0.59,0.57,0.51,0.44,0.51,0.56,0.53,0.17
riff-evolve.csv,0.71,0.62,0.48,0.58,0.64,0.62,0.46,0.6,0.5,0.99,0.48,0.67,0.6,0.35
upp-mirror.csv,0.5,0.44,0.15,0.16,1.0,0.17,0.41,0.42,0.4,0.17,0.31,0.34,0.43,0.24
wishmaster.csv,0.37,0.14,0.42,0.36,0.4,0.26,0.38,0.41,0.88,0.17,0.36,0.44,0.2,0.45
