,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.79,0.83,0.4,0.46,0.28,0.97,0.25
bibedt.csv,0.56,0.91,0.4,0.6,0.33,0.98,0.1
fulguro.csv,0.5,0.0,0.18,0.46,0.29,0.98,0.21
glelite.csv,0.52,0.65,0.17,0.44,0.34,1.0,0.15
go.csv,0.6,0.83,0.24,0.56,0.37,1.0,0.11
libmesh.csv,1.0,0.56,0.27,0.44,0.5,1.0,0.08
moving-pictures.csv,0.61,0.86,0.29,0.68,0.25,1.0,0.15
