,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.08,0.23,0.3,1.0,0.5,0.0
foursquared.csv,0.25,0.33,0.0,0.67,0.0,0.0
ifmo-game-1.csv,0.2,0.0,0.06,0.5,0.11,0.0
micomt.csv,0.1,0.09,0.04,0.35,0.5,0.01
voms.csv,0.11,0.36,0.05,0.61,0.75,0.01
