,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,0.44,0.5,0.62,0.86,0.55
dynalloy.csv,0.64,0.53,0.88,0.57,0.48
findbugs.csv,0.49,0.41,0.45,0.5,0.57
runuomondains.csv,0.44,0.41,0.44,0.71,0.47
xbplayer.csv,0.47,0.53,0.36,0.48,0.37
