,dynalloy.csv,xbplayer.csv,autat.csv,runuomondains.csv,findbugs.csv
autat.csv,1.0,8.0,1.0,1.0,0.0
dynalloy.csv,1.0,8.0,20.0,6.0,0.0
findbugs.csv,2.0,2.0,9.0,0.0,0.0
runuomondains.csv,6.0,4.0,12.0,0.0,0.0
xbplayer.csv,1.0,5.0,6.0,13.0,11.0
