,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.46,0.98,0.48,0.42,0.32
bdbbasic.csv,0.46,0.56,0.56,0.97,0.58
empyrean.csv,0.99,0.36,0.33,0.45,0.08
gnome-jabber.csv,0.77,0.64,0.41,0.42,0.99
nutz.csv,0.65,0.5,0.95,0.3,0.92
