,empyrean.csv,amanda.csv,nutz.csv,bdbbasic.csv,gnome-jabber.csv
amanda.csv,0.6,1.0,0.46,0.34,0.95
bdbbasic.csv,0.72,0.73,0.52,1.0,1.0
empyrean.csv,1.0,0.42,0.29,0.43,0.8
gnome-jabber.csv,0.64,0.47,0.26,0.27,0.98
nutz.csv,0.69,0.66,1.0,0.21,0.94
