,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.23,0.46,0.24,0.0,0.43,0.76,0.28,0.51,0.56,0.45,0.7,0.25
archive-crawler.csv,0.19,0.36,0.25,0.15,0.54,0.63,0.66,0.3,0.51,0.53,0.5,0.42
blue-c.csv,0.33,0.54,0.26,0.0,0.72,0.83,0.65,0.64,0.63,0.42,0.68,0.45
dynalloy.csv,0.29,0.69,0.15,0.05,0.52,0.58,0.55,0.49,0.64,0.46,0.63,0.27
jcae.csv,0.28,0.22,0.47,0.14,0.41,0.67,0.43,0.39,0.34,0.48,0.41,0.4
kmatplot.csv,0.59,0.35,0.23,0.41,0.2,0.7,0.57,0.55,0.43,0.44,0.48,0.38
mscore.csv,0.33,0.53,0.2,0.34,0.69,0.8,0.74,0.68,0.67,0.48,0.6,0.41
nosleepsoftware.csv,0.12,0.0,0.17,0.63,0.11,0.0,0.33,0.16,0.08,0.24,0.12,0.15
openmalaria.csv,0.39,0.39,0.19,0.37,0.64,0.75,0.76,0.75,0.63,0.44,0.52,0.37
popeye-chess.csv,0.35,0.42,0.22,0.31,0.69,0.69,0.7,0.6,0.6,0.54,0.63,0.38
riff-evolve.csv,0.42,0.52,0.21,0.0,0.68,0.54,0.53,0.46,0.69,0.4,0.51,0.45
virtuoso.csv,0.34,0.54,0.19,0.41,0.51,0.71,0.7,0.63,0.63,0.45,0.55,0.41
