,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.58,0.76,0.76,0.86,0.74,0.74,0.79,0.38,0.58
graphmak.csv,0.5,0.73,0.76,0.74,0.61,0.26,0.56,0.0,0.37
guineu.csv,0.65,0.34,0.04,0.09,0.24,0.37,0.08,0.27,0.33
jhotdraw.csv,0.46,0.9,0.52,0.37,0.55,0.44,0.74,0.31,0.47
ofbiz.csv,0.54,0.66,0.72,0.72,0.74,0.6,0.66,0.77,0.77
pdfedit.csv,0.65,0.49,0.48,0.79,0.6,0.7,0.79,0.54,0.36
pokeglobal.csv,0.65,0.73,0.68,0.86,0.82,0.84,0.68,0.65,0.48
red5.csv,0.96,0.85,0.88,0.81,0.89,0.65,0.62,0.69,0.77
twostep.csv,0.92,0.8,0.8,0.6,0.82,0.79,0.75,0.85,0.63
