,ktc.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,omseek.csv,img-browse-sort.csv,illumination.csv,miranda.csv
bacula.csv,0.64,0.75,0.62,0.53,0.7,0.59,0.66,0.65,0.71,0.63,0.61,0.6,0.52,0.47,0.51,0.78,0.21,0.5
decidr.csv,0.5,0.55,0.69,0.67,0.62,0.41,0.36,0.0,0.42,0.13,0.74,0.0,0.0,0.35,0.6,0.13,0.51,0.13
elmo.csv,0.45,0.62,0.19,0.3,0.56,0.43,0.24,0.19,0.33,0.2,0.47,0.19,0.28,0.0,0.49,0.42,0.61,0.3
gpac.csv,0.58,0.66,0.65,0.5,0.74,0.5,0.61,0.35,0.49,0.59,0.09,0.67,0.5,0.34,0.69,0.67,0.44,0.47
illumination.csv,0.0,0.33,0.07,0.15,0.64,0.0,0.42,0.59,0.0,0.64,0.05,0.0,0.0,0.38,0.33,0.3,0.78,0.0
img-browse-sort.csv,0.76,0.23,0.61,0.71,0.69,0.64,0.61,0.58,0.68,0.7,0.61,0.63,0.36,0.58,0.58,0.71,0.62,0.64
jajuk.csv,0.68,0.73,0.65,0.77,0.74,0.65,0.57,0.62,0.69,0.63,0.21,0.37,0.67,0.21,0.65,0.69,0.65,0.57
ktc.csv,0.75,0.44,0.66,0.69,0.65,0.62,0.18,0.65,0.68,0.49,0.62,0.56,0.57,0.46,0.71,0.61,0.53,0.68
miranda.csv,0.63,0.0,0.67,0.21,0.16,0.0,0.28,0.0,0.21,0.55,0.33,0.17,0.0,0.0,0.67,0.0,0.39,0.75
neoengine.csv,0.6,0.0,0.67,0.75,0.7,0.3,0.74,0.0,0.52,0.68,0.68,0.0,0.0,0.59,0.61,0.72,0.5,0.0
nicepress.csv,0.66,0.49,0.3,0.62,0.71,0.53,0.53,0.17,0.74,0.84,0.66,0.24,0.17,0.44,0.52,0.55,0.54,0.43
omseek.csv,0.33,0.0,0.24,0.47,0.48,0.28,0.02,0.38,0.29,0.13,0.28,0.05,0.15,0.56,0.67,0.53,0.21,0.37
rosegarden.csv,0.76,0.56,0.4,0.75,0.67,0.63,0.51,0.53,0.72,0.66,0.57,0.6,0.45,0.53,0.7,0.63,0.07,0.66
smarttag.csv,0.77,0.6,0.37,0.64,0.48,0.57,0.58,0.41,0.62,0.57,0.53,0.48,0.45,0.6,0.57,0.61,0.59,0.57
sylpheed-claws.csv,0.33,0.0,0.42,0.21,0.09,0.0,0.0,0.47,0.21,0.0,0.42,0.62,0.71,0.21,0.0,0.13,0.13,0.0
vapor.csv,0.0,0.61,0.7,0.21,0.62,0.58,0.26,0.43,0.45,0.69,0.54,0.6,0.65,0.0,0.64,0.49,0.21,0.01
zorannt.csv,0.54,0.75,0.2,0.58,0.66,0.52,0.64,0.23,0.3,0.37,0.53,0.56,0.6,0.33,0.68,0.69,0.64,0.57
zscreen.csv,0.66,0.24,0.67,0.52,0.56,0.72,0.74,0.56,0.69,0.61,0.57,0.6,0.6,0.59,0.66,0.39,0.54,0.3
