,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.0,0.0,1.0,0.0,0.0,62.0,0.0,4.0
biodwh.csv,12.0,1.0,1.0,0.0,5.0,62.0,0.0,0.0
brlcad.csv,0.0,18.0,1.0,13.0,4.0,4.0,2.0,17.0
critterding.csv,69.0,3.0,0.0,11.0,9.0,0.0,2.0,3.0
jmri.csv,6.0,0.0,0.0,6.0,10.0,0.0,2.0,2.0
nabu-library.csv,1.0,1.0,1.0,9.0,21.0,2.0,0.0,13.0
popeye-chess.csv,4.0,13.0,4.0,0.0,15.0,0.0,0.0,5.0
yarp.csv,4.0,2.0,0.0,3.0,26.0,0.0,37.0,4.0
