,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,1.0,0.89,0.79,0.92,1.0,1.0,0.6,0.78,1.0,0.75,0.96,0.74,0.82,0.11,0.8
atlc.csv,0.65,0.57,0.6,0.74,0.02,0.94,0.83,0.51,0.6,0.84,0.85,0.72,0.41,0.66,0.58
ipfilter.csv,0.9,0.8,0.76,0.93,0.78,0.96,0.8,0.56,0.98,0.81,0.83,0.66,1.03,0.72,0.02
liferea.csv,0.67,0.53,0.5,0.0,0.8,0.34,0.46,0.52,0.94,0.57,0.74,0.76,0.61,0.51,0.79
miranda-icq.csv,0.91,0.76,0.6,0.44,0.76,0.75,0.63,0.75,0.89,0.83,0.78,0.06,0.57,0.68,0.67
opensim4opencog.csv,0.94,0.82,0.74,0.78,0.8,0.7,0.53,0.04,1.0,0.79,0.74,0.67,0.67,1.0,0.92
pclasses.csv,0.0,0.63,0.88,1.0,1.0,1.0,0.96,0.93,1.0,0.98,1.0,0.98,0.98,0.98,1.03
pfaedit.csv,1.0,0.53,0.5,0.63,0.93,0.46,0.06,0.91,0.94,0.69,0.61,0.82,0.84,0.56,0.76
psrchive.csv,0.74,0.96,0.07,1.0,1.0,1.03,0.86,0.83,0.77,0.84,0.87,0.84,0.93,0.84,0.88
theresa.csv,1.0,0.96,0.93,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0
thrust.csv,0.99,0.96,0.64,0.67,0.64,0.84,0.86,0.66,0.12,0.77,0.74,0.72,0.55,0.7,0.58
tktoolkit.csv,0.73,0.63,0.54,0.93,0.95,0.69,0.8,0.87,0.85,0.74,0.22,0.78,0.45,0.68,0.72
tzod.csv,0.74,0.04,0.61,0.47,0.8,0.38,0.48,0.63,1.0,0.64,0.68,0.64,1.14,0.85,0.82
yaprm.csv,0.73,0.8,0.57,0.86,0.85,0.38,0.9,0.72,0.77,0.0,0.72,0.81,1.14,0.62,0.73
