,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.5,0.75,0.88,0.0,0.0,0.67,0.62,0.92,0.67,0.75,0.5,0.97,0.81,0.85,0.89
atlc.csv,0.46,0.47,0.42,0.4,0.5,0.42,0.3,0.41,0.54,0.36,0.4,0.4,0.34,0.46,0.4
ipfilter.csv,0.43,0.6,0.47,0.33,0.88,0.45,0.32,0.41,0.4,0.57,0.45,0.56,0.51,0.52,0.44
liferea.csv,0.67,0.41,0.46,0.77,0.88,0.45,0.34,0.47,0.75,0.47,0.38,0.44,0.47,0.5,0.38
miranda-icq.csv,0.83,0.7,0.84,0.71,0.92,0.67,0.63,0.57,0.86,0.83,0.39,0.8,0.54,0.7,0.53
opensim4opencog.csv,0.93,0.86,0.94,0.88,0.93,0.92,0.47,0.95,0.0,0.72,0.71,0.64,0.67,0.86,0.83
pclasses.csv,0.91,0.69,0.94,0.0,0.0,0.0,0.75,0.97,0.0,0.75,0.0,0.0,0.67,0.94,0.89
pfaedit.csv,0.5,0.64,0.5,0.37,0.83,0.5,0.35,0.58,0.5,0.48,0.6,0.6,0.84,0.46,0.7
psrchive.csv,0.91,0.0,0.92,0.0,0.91,0.77,0.91,0.94,0.7,0.9,0.93,0.96,0.93,0.94,0.88
theresa.csv,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
thrust.csv,0.58,0.76,0.52,0.47,0.66,0.36,0.3,0.49,0.88,0.55,0.42,0.62,0.61,0.53,0.4
tktoolkit.csv,0.53,0.56,0.49,0.75,0.5,0.41,0.36,0.94,0.44,0.5,0.94,0.96,0.47,0.71,0.9
tzod.csv,0.91,0.58,0.64,0.6,0.93,0.73,0.35,0.51,0.75,0.49,0.45,0.54,0.54,0.92,0.83
yaprm.csv,0.61,0.62,0.55,0.89,0.83,0.59,0.94,0.85,0.56,0.51,0.97,0.97,0.65,0.75,0.93
