,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.0,0.13,0.25,0.1,0.0,0.0,0.46,0.26,0.0,0.31,0.05,0.31,0.22,0.91,0.24
atlc.csv,0.63,0.61,0.68,0.59,0.98,0.24,0.5,0.65,0.67,0.48,0.46,0.6,0.64,0.62,0.64
ipfilter.csv,0.37,0.46,0.58,0.27,0.35,0.31,0.54,0.72,0.09,0.46,0.5,0.63,0.0,0.61,0.98
liferea.csv,0.4,0.6,0.64,1.0,0.24,0.91,0.74,0.59,0.07,0.54,0.45,0.38,0.44,0.61,0.39
miranda-icq.csv,0.11,0.36,0.48,0.65,0.28,0.37,0.44,0.52,0.15,0.26,0.48,0.95,0.49,0.41,0.5
opensim4opencog.csv,0.11,0.23,0.33,0.27,0.26,0.37,0.56,0.97,0.0,0.28,0.34,0.45,0.38,0.0,0.11
pclasses.csv,1.0,0.48,0.17,0.0,0.0,0.0,0.05,0.11,0.0,0.04,0.0,0.02,0.02,0.04,0.05
pfaedit.csv,0.0,0.56,0.6,0.59,0.09,0.67,0.97,0.35,0.07,0.42,0.51,0.27,0.19,0.56,0.34
psrchive.csv,0.31,0.05,0.94,0.0,0.06,0.0,0.18,0.2,0.33,0.19,0.16,0.2,0.09,0.2,0.16
theresa.csv,0.0,0.05,0.09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
thrust.csv,0.2,0.18,0.66,0.58,0.54,0.49,0.43,0.58,0.9,0.41,0.57,0.51,0.51,0.61,0.76
tktoolkit.csv,0.52,0.57,0.74,0.1,0.06,0.59,0.53,0.2,0.47,0.47,0.82,0.31,0.6,0.52,0.37
tzod.csv,0.31,0.97,0.47,0.64,0.26,0.7,0.71,0.56,0.0,0.54,0.52,0.46,0.0,0.2,0.24
yaprm.csv,0.52,0.39,0.66,0.18,0.18,0.89,0.18,0.34,0.54,1.0,0.34,0.25,0.0,0.54,0.32
