,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.35,0.42,0.68,0.09,0.37
nabu-library.csv,0.0,0.29,0.43,0.28,0.82
pcgen.csv,0.46,0.66,0.39,0.44,0.64
selenium.csv,0.75,0.42,0.36,0.52,0.36
tolven.csv,0.38,0.65,0.0,0.68,0.02
