,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.67,0.57,0.91,0.52,0.84,0.83,0.62,0.75,0.61,0.67,0.76,0.61,0.56,0.63
boost-sandbox.csv,0.45,0.72,0.88,0.7,0.84,0.46,0.74,0.4,0.34,0.47,0.44,0.57,0.5,0.52
customwars.csv,0.94,0.96,0.78,0.44,0.95,0.89,0.5,0.93,0.91,0.88,0.92,0.96,0.83,0.95
dvd-create.csv,0.42,0.38,0.62,0.36,0.4,0.39,0.52,0.38,0.33,0.36,0.4,0.55,0.42,0.51
frogatto.csv,0.55,0.38,0.71,0.36,0.41,0.57,0.86,0.41,0.46,0.47,0.5,0.65,0.48,0.57
glelite.csv,0.39,0.4,0.55,0.35,0.39,0.39,0.38,0.33,0.29,0.42,0.33,0.4,0.4,0.49
go.csv,0.42,0.46,0.78,0.41,0.42,0.41,0.73,0.34,0.35,0.41,0.44,0.55,0.46,0.48
irplus.csv,0.94,0.44,0.95,0.41,0.39,0.94,0.75,0.54,0.85,0.86,0.6,0.95,0.75,0.94
lsb.csv,0.43,0.39,0.6,0.32,0.42,0.43,0.0,0.34,0.32,0.42,0.4,0.53,0.45,0.46
moving-pictures.csv,0.52,0.51,0.64,0.44,0.49,0.52,0.38,0.48,0.5,0.49,0.56,0.61,0.59,0.56
mpgravity.csv,0.56,0.59,0.7,0.39,0.54,0.59,0.69,0.54,0.45,0.87,0.55,0.7,0.74,0.59
plearn.csv,0.74,0.83,0.79,0.46,0.88,0.97,0.47,0.94,0.68,0.57,0.86,0.68,0.94,0.89
rebecca-aiml.csv,0.76,0.49,0.63,0.39,0.55,0.96,0.5,0.77,0.52,0.58,0.8,0.65,0.54,0.53
wxcode.csv,0.92,0.0,0.75,0.93,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.88,0.86
