,plearn.csv,go.csv,lsb.csv,aubit4gl.csv,dvd-create.csv,boost-sandbox.csv,mpgravity.csv,customwars.csv,moving-pictures.csv,frogatto.csv,irplus.csv,rebecca-aiml.csv,wxcode.csv,glelite.csv
aubit4gl.csv,0.37,0.46,0.42,0.98,0.32,0.31,0.27,0.27,0.39,0.42,0.39,0.48,0.62,0.7
boost-sandbox.csv,0.64,0.37,0.19,0.22,0.27,0.99,0.28,0.67,0.61,0.6,0.63,0.66,0.74,0.55
customwars.csv,0.12,0.19,0.38,0.5,0.21,0.06,0.2,0.9,0.25,0.13,0.32,0.4,0.48,0.18
dvd-create.csv,0.59,0.7,0.59,0.57,0.99,0.52,0.44,0.57,0.65,0.7,0.69,0.5,0.57,0.78
frogatto.csv,0.58,0.63,0.58,0.55,0.6,0.43,0.2,0.59,0.52,0.95,0.51,0.6,0.69,0.48
glelite.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
go.csv,0.52,0.98,0.52,0.57,0.68,0.62,0.61,0.52,0.67,0.7,0.6,0.44,0.62,0.0
irplus.csv,0.24,0.59,0.28,0.64,0.52,0.12,0.38,0.65,0.25,0.22,1.0,0.24,0.17,0.13
lsb.csv,0.63,0.71,0.94,0.57,0.54,0.51,0.0,0.42,0.59,0.68,0.5,0.79,0.65,0.51
moving-pictures.csv,0.57,0.63,0.72,0.51,0.64,0.49,0.0,0.5,0.94,0.66,0.6,0.56,0.83,0.0
mpgravity.csv,0.52,0.49,0.45,0.59,0.44,0.47,0.93,0.67,0.63,0.17,0.43,0.55,0.6,0.38
plearn.csv,0.93,0.24,0.46,0.57,0.26,0.27,0.48,0.14,0.39,0.49,0.4,0.61,0.33,0.34
rebecca-aiml.csv,0.35,0.47,0.57,0.5,0.49,0.2,0.0,0.39,0.52,0.54,0.37,0.97,0.57,0.38
wxcode.csv,0.18,0.0,0.11,0.2,0.0,0.01,0.1,0.0,0.0,0.04,0.0,0.05,1.0,0.06
