,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.37,0.04,0.11,0.4,0.24,0.3,0.38,0.32,0.36,0.49,0.0,0.39,0.0,0.39
awemud.csv,0.03,0.35,0.05,0.44,0.34,0.28,0.35,0.51,0.55,0.25,0.34,0.43,0.25,0.28
buddata-ebxml-registry.csv,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,0.98,1.0,1.0,0.99,0.0,1.0
cornerstone.csv,0.27,0.0,0.24,0.15,0.37,0.19,0.26,0.19,0.02,0.39,0.4,0.43,0.0,0.25
firebreath.csv,0.5,0.96,0.22,0.73,0.73,0.35,0.02,0.32,0.85,0.16,0.49,0.6,0.5,0.76
lsb.csv,0.9,0.01,0.59,0.83,0.83,0.67,0.78,0.43,0.7,0.74,0.63,0.86,0.75,0.59
maya-work-in-progress.csv,0.7,0.57,0.22,0.52,0.61,0.47,0.46,0.0,0.7,0.72,0.37,0.71,0.25,0.71
mia.csv,0.03,1.0,0.08,0.35,0.12,0.27,0.01,0.0,0.21,0.0,0.09,0.16,0.5,0.22
open-beos.csv,0.2,0.14,0.16,0.22,0.51,0.01,0.24,0.06,0.4,0.29,0.31,0.16,0.25,0.24
qgis.csv,0.4,0.24,0.38,0.0,0.46,0.44,0.31,0.04,0.6,0.56,0.34,0.31,0.25,0.36
rocrail.csv,0.0,0.01,0.0,0.07,0.07,0.04,0.05,0.0,0.13,0.08,0.06,0.05,0.0,0.0
rtb-team.csv,0.37,0.12,0.0,0.2,0.39,0.32,0.33,0.13,0.49,0.52,0.17,0.29,0.5,0.39
tradelink.csv,0.03,0.44,0.08,0.15,0.1,0.15,0.21,0.19,0.13,0.07,0.14,0.0,0.25,0.1
upp-mirror.csv,0.3,0.22,0.16,0.08,0.0,0.13,0.21,0.32,0.13,0.3,0.46,0.19,0.0,0.19
