,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.74,0.17,0.5,0.55,0.69,0.37,0.43,0.5,0.48,0.05,1.0,0.25,1.0,0.34
awemud.csv,0.99,0.27,0.5,0.57,0.61,0.54,0.51,0.43,0.55,0.1,0.6,0.23,0.95,0.44
buddata-ebxml-registry.csv,0.72,0.25,0.29,0.49,0.62,0.4,0.38,0.41,0.52,0.09,0.52,0.2,1.0,0.22
cornerstone.csv,0.84,1.0,0.18,0.71,0.74,0.61,0.54,0.5,0.98,0.14,0.52,0.23,1.0,0.35
firebreath.csv,0.77,0.25,0.11,0.48,0.63,0.44,0.96,0.53,0.51,0.06,0.51,0.21,0.94,0.25
lsb.csv,0.74,0.94,0.37,0.52,0.62,0.43,0.39,0.57,0.55,0.1,0.59,0.2,0.95,0.32
maya-work-in-progress.csv,0.76,0.15,0.56,0.57,0.67,0.49,0.46,1.0,0.57,0.09,0.66,0.23,0.98,0.27
mia.csv,0.8,0.21,0.0,0.42,0.58,0.42,0.0,1.0,0.58,1.0,0.62,0.33,0.92,0.18
open-beos.csv,0.88,0.56,0.4,0.67,0.7,0.99,0.44,0.77,0.59,0.19,0.54,0.45,0.95,0.46
qgis.csv,0.79,0.21,0.36,1.0,0.65,0.46,0.47,0.85,0.53,0.12,0.48,0.31,0.96,0.37
rocrail.csv,1.0,0.67,1.0,0.77,0.79,0.74,0.69,1.0,0.65,0.12,0.75,0.5,1.0,1.0
rtb-team.csv,0.78,0.65,1.0,0.69,0.69,0.52,0.44,0.68,0.57,0.11,0.71,0.29,0.93,0.38
tradelink.csv,0.97,0.24,0.0,0.72,0.81,0.52,0.26,0.36,0.4,0.08,0.5,1.0,0.8,0.38
upp-mirror.csv,0.75,0.33,0.25,0.76,1.0,0.64,0.38,0.38,0.65,0.18,0.43,0.25,1.0,0.38
