,awemud.csv,lsb.csv,rtb-team.csv,qgis.csv,upp-mirror.csv,open-beos.csv,firebreath.csv,maya-work-in-progress.csv,cornerstone.csv,mia.csv,amygdala.csv,tradelink.csv,buddata-ebxml-registry.csv,rocrail.csv
amygdala.csv,0.52,0.04,0.35,0.53,0.46,0.31,0.44,0.48,0.39,0.09,1.0,0.34,0.67,0.46
awemud.csv,0.99,0.32,0.21,0.59,0.44,0.51,0.55,0.49,0.6,0.15,0.53,0.32,0.42,0.56
buddata-ebxml-registry.csv,0.84,0.4,0.45,0.65,0.76,0.57,0.56,0.58,0.68,0.17,0.68,0.33,1.0,0.35
cornerstone.csv,0.66,0.09,0.15,0.5,0.7,0.52,0.51,0.36,0.95,0.22,0.45,0.32,0.46,0.42
firebreath.csv,0.71,0.4,0.08,0.56,0.71,0.42,0.91,0.53,0.63,0.08,0.49,0.31,0.61,0.39
lsb.csv,0.85,0.84,0.52,0.66,0.72,0.55,0.52,0.67,0.66,0.17,0.7,0.32,0.92,0.48
maya-work-in-progress.csv,0.81,0.2,0.61,0.63,0.72,0.58,0.52,0.97,0.7,0.16,0.66,0.36,0.81,0.42
mia.csv,0.1,0.34,0.0,0.32,0.18,0.35,0.0,0.27,0.38,1.0,0.22,0.32,0.48,0.18
open-beos.csv,0.68,0.55,0.32,0.54,0.74,0.98,0.36,0.44,0.57,0.29,0.42,0.49,0.47,0.56
qgis.csv,0.67,0.21,0.43,0.98,0.61,0.5,0.46,0.49,0.59,0.21,0.36,0.41,0.49,0.5
rocrail.csv,0.46,0.08,0.24,0.36,0.28,0.3,0.29,0.12,0.33,0.12,0.26,0.3,0.19,0.98
rtb-team.csv,0.61,0.68,0.97,0.57,0.62,0.53,0.43,0.51,0.59,0.18,0.51,0.36,0.53,0.53
tradelink.csv,0.52,0.31,0.0,0.52,0.4,0.32,0.16,0.22,0.14,0.06,0.21,1.0,0.11,0.29
upp-mirror.csv,0.47,0.33,0.17,0.39,0.99,0.45,0.26,0.32,0.33,0.29,0.36,0.26,0.16,0.39
