,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.71,0.0,0.6,1.0,0.63,0.67,0.5,0.32,0.09,0.27,0.27,0.72,0.59,0.55
encog-cs.csv,0.75,0.42,0.27,0.26,0.56,0.47,0.49,0.55,0.98,0.58,0.51,0.46,0.46,0.42
extprosys.csv,0.47,0.45,0.92,0.63,0.48,0.44,0.5,0.0,0.39,0.29,0.46,0.52,0.45,0.63
intact.csv,0.0,0.5,0.23,0.48,0.45,0.92,0.56,0.29,0.45,0.57,0.5,0.28,0.06,0.46
japano.csv,0.09,0.0,0.68,0.27,0.32,0.39,0.33,1.0,0.34,0.21,0.05,0.3,0.17,0.41
lockss.csv,0.0,0.14,0.11,0.04,0.0,0.2,0.06,0.12,0.2,1.0,0.3,0.12,0.1,0.06
officefloor.csv,0.0,0.35,0.51,0.42,0.45,0.5,0.31,0.54,0.02,0.06,0.73,0.58,0.5,0.51
opennms.csv,0.92,0.31,0.43,0.28,0.94,0.12,0.41,0.1,0.11,0.17,0.19,0.34,0.1,0.0
primefaces.csv,0.75,0.0,0.35,0.56,0.51,0.49,0.0,0.0,0.38,0.26,0.46,0.4,0.98,0.73
rohxel.csv,0.65,0.47,0.54,0.63,0.35,0.56,0.98,0.63,0.57,0.59,0.56,0.38,0.54,0.41
roolo.csv,1.0,0.07,0.0,0.01,0.05,0.12,0.0,0.11,0.0,0.11,0.1,1.0,0.0,0.06
sevenupdate.csv,0.27,1.0,0.0,0.0,0.52,0.51,0.46,0.0,0.48,0.55,0.09,0.51,0.37,0.36
web-cat.csv,0.0,0.37,0.22,0.49,0.41,0.61,0.52,0.54,0.18,0.3,0.16,0.37,0.5,0.96
