,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,0.01,0.88,0.31,1.0,0.31,0.4,0.79,0.9,0.35,0.2,0.03,0.47,0.67,0.4
encog-cs.csv,0.02,0.85,0.28,0.87,0.27,0.24,0.79,0.94,0.98,0.23,0.03,0.35,0.62,0.4
extprosys.csv,0.01,0.88,0.96,0.9,0.28,0.29,0.76,0.92,0.34,0.18,0.02,0.38,0.53,0.42
intact.csv,0.0,0.96,0.53,0.86,0.27,1.0,0.79,0.94,0.44,0.2,0.04,0.23,0.22,0.53
japano.csv,0.01,0.87,0.35,0.88,0.22,0.29,0.79,1.0,0.35,0.19,0.03,0.35,0.57,0.39
lockss.csv,0.0,0.86,0.62,1.0,0.0,0.5,0.67,1.0,0.73,1.0,0.03,0.67,1.0,1.0
officefloor.csv,0.0,0.94,0.26,0.88,0.24,0.28,0.76,0.94,0.2,0.03,0.87,0.37,0.61,0.4
opennms.csv,0.03,0.93,0.3,0.89,0.96,0.38,0.75,1.0,0.4,0.25,0.04,0.46,0.5,0.0
primefaces.csv,0.01,0.86,0.3,0.88,0.25,0.29,0.74,0.88,0.28,0.12,0.02,0.26,1.0,0.49
rohxel.csv,0.01,0.87,0.39,0.91,0.21,0.33,1.0,0.96,0.45,0.27,0.05,0.24,0.6,0.41
roolo.csv,0.33,1.0,0.0,1.0,0.11,0.33,0.0,1.0,0.0,0.17,0.05,1.0,0.0,0.33
sevenupdate.csv,0.01,1.0,0.28,0.88,0.26,0.32,0.76,0.93,0.35,0.2,0.03,0.34,0.61,0.4
web-cat.csv,0.0,0.89,0.29,0.86,0.22,0.42,0.8,0.96,0.45,0.12,0.02,0.27,0.63,1.0
