,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.23,0.61,0.87,0.14,0.27,0.4,0.25,0.77
enlightenment.csv,1.0,1.0,1.0,0.36,1.0,0.99,1.0,1.0
ildjit.csv,0.17,0.13,0.13,0.15,0.09,0.18,0.06,0.27
jfreereport.csv,0.03,0.12,0.2,0.1,0.06,0.11,0.11,0.07
lufa-lib.csv,0.71,0.64,0.38,0.52,0.18,0.68,0.33,0.34
pcsx2.csv,0.25,0.34,0.49,0.43,0.73,0.34,0.72,0.29
psycle.csv,0.34,0.65,0.76,0.52,0.64,0.53,0.65,0.54
wxjs.csv,0.02,0.01,0.14,0.0,0.0,0.06,0.0,0.19
