,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,wxjs.csv
empserver.csv,0.54,0.31,0.22,0.42,0.68,0.62,0.49,0.19
enlightenment.csv,0.79,0.37,0.23,0.69,0.69,0.79,0.6,0.15
ildjit.csv,0.32,0.65,0.18,0.18,0.19,0.33,0.03,0.0
jfreereport.csv,0.23,0.05,0.32,0.29,0.1,0.43,0.23,0.13
lufa-lib.csv,0.57,0.36,0.24,0.61,0.35,0.68,0.64,0.14
pcsx2.csv,0.61,0.15,0.29,0.64,0.64,0.77,0.55,0.0
psycle.csv,0.7,0.21,0.26,0.71,0.69,0.79,0.54,0.19
wxjs.csv,0.15,0.0,0.06,0.0,0.0,0.07,0.02,0.48
