,thout.csv,psrchive.csv,jvcl.csv,zact.csv,sarasvati.csv,liferea.csv,kwave.csv,blogentis.csv,checker-framework.csv,fontforge.csv,magicwars.csv,lockss.csv,stuproa-cims.csv,ctrlr.csv,gusanos.csv,pydev.csv,cme.csv
blogentis.csv,0.92,0.55,0.39,0.65,0.74,0.38,0.43,0.56,0.47,0.35,0.85,0.49,0.42,0.47,0.63,0.41,0.34
checker-framework.csv,0.47,0.45,0.31,0.34,0.42,0.39,0.45,0.37,0.5,0.46,0.37,0.83,0.36,0.51,0.41,0.38,0.44
cme.csv,0.0,0.0,0.67,0.5,0.0,0.86,0.0,0.0,0.86,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.83
ctrlr.csv,0.93,0.9,0.9,0.51,0.75,0.93,0.86,0.94,0.68,0.83,0.43,0.68,0.94,0.79,0.94,0.93,0.93
fontforge.csv,0.62,0.4,0.31,0.38,0.51,0.33,0.41,0.38,0.45,0.5,0.48,0.37,0.39,0.5,0.42,0.33,0.33
gusanos.csv,0.53,0.41,0.35,0.51,0.53,0.36,0.0,0.4,0.42,0.5,0.65,0.39,0.85,0.5,0.44,0.38,0.37
jvcl.csv,0.72,0.89,0.72,0.82,0.95,0.82,0.5,0.52,0.82,0.5,0.69,0.75,0.93,0.0,0.68,0.94,0.46
kwave.csv,0.48,0.39,0.31,0.36,0.42,0.43,0.75,0.38,0.6,0.27,0.35,0.43,0.36,0.52,0.39,0.35,0.38
liferea.csv,0.6,0.48,0.89,0.68,0.68,0.55,0.48,0.68,0.72,0.63,0.84,0.43,0.53,0.71,0.92,0.44,0.6
lockss.csv,0.47,0.52,0.37,0.42,0.5,0.35,0.73,0.35,0.46,0.3,0.51,0.43,0.39,0.69,0.52,0.35,0.39
magicwars.csv,0.49,0.38,0.32,0.37,0.41,0.33,0.4,0.37,0.45,0.29,0.72,0.39,0.36,0.45,0.42,0.34,0.42
psrchive.csv,0.67,0.5,0.9,0.5,0.93,0.37,0.79,0.62,0.65,0.67,0.98,0.79,0.94,0.67,0.46,0.51,0.48
pydev.csv,0.62,0.49,0.33,0.42,0.5,0.39,0.47,0.39,0.5,0.31,0.94,0.58,0.36,0.53,0.48,0.53,0.47
sarasvati.csv,0.45,0.55,0.5,0.43,0.64,0.58,0.8,0.55,0.86,0.86,0.71,0.92,0.48,0.69,0.77,0.55,0.62
stuproa-cims.csv,0.62,0.0,0.31,0.85,0.0,0.0,0.9,0.87,0.83,0.28,0.84,0.83,0.73,0.0,0.0,0.44,0.9
thout.csv,0.57,0.5,0.94,0.7,0.41,0.33,0.44,0.42,0.58,0.29,0.43,0.39,0.35,0.45,0.53,0.39,0.41
zact.csv,0.95,0.87,0.98,0.82,0.49,0.55,0.69,0.92,0.87,0.91,0.43,0.97,0.42,0.56,0.92,0.97,0.0
