,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,4.0,0.0,6.0,6.0,7.0,0.0,0.0,7.0,8.0,2.0,28.0,0.0,1.0,0.0
customwars.csv,2.0,0.0,7.0,10.0,4.0,12.0,5.0,7.0,0.0,2.0,0.0,2.0,0.0,5.0
firebreath.csv,1.0,2.0,3.0,15.0,4.0,0.0,0.0,10.0,1.0,0.0,3.0,1.0,1.0,0.0
gss.csv,1.0,0.0,2.0,18.0,0.0,0.0,1.0,5.0,11.0,2.0,23.0,0.0,0.0,0.0
irplus.csv,3.0,3.0,2.0,3.0,1.0,10.0,3.0,1.0,1.0,0.0,11.0,2.0,2.0,0.0
kwave.csv,15.0,0.0,9.0,2.0,3.0,0.0,6.0,3.0,14.0,0.0,15.0,0.0,0.0,2.0
liferea.csv,5.0,0.0,0.0,11.0,0.0,3.0,2.0,7.0,4.0,3.0,7.0,0.0,1.0,3.0
plearn.csv,0.0,1.0,4.0,3.0,11.0,0.0,9.0,8.0,3.0,0.0,3.0,2.0,1.0,0.0
psrchive.csv,0.0,0.0,74.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,3.0
qcad2.csv,3.0,0.0,1.0,3.0,11.0,10.0,6.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0
tzod.csv,0.0,0.0,0.0,13.0,7.0,2.0,3.0,1.0,7.0,0.0,4.0,0.0,1.0,7.0
wxcode.csv,0.0,1.0,1.0,0.0,56.0,71.0,2.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0
xinity.csv,1.0,0.0,4.0,17.0,18.0,2.0,2.0,9.0,18.0,4.0,45.0,0.0,0.0,0.0
xmoto.csv,2.0,1.0,4.0,8.0,3.0,0.0,1.0,3.0,12.0,0.0,30.0,0.0,0.0,0.0
