,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.37,1.0,0.47,0.21,0.27,0.24,0.65,0.44,0.19,0.41,0.03,0.59,0.57,0.63
customwars.csv,0.3,0.88,0.5,0.15,0.29,0.15,0.48,0.36,1.0,0.35,0.22,0.64,0.51,0.44
firebreath.csv,0.25,0.81,0.36,0.2,0.24,0.23,0.97,0.46,0.2,0.4,0.1,0.61,0.48,0.57
gss.csv,0.35,0.81,0.38,0.2,0.35,0.31,0.5,0.51,0.19,0.41,0.14,0.6,0.59,1.0
irplus.csv,0.43,0.72,0.42,0.21,0.36,0.12,0.37,0.36,0.24,1.0,0.08,0.63,0.46,1.0
kwave.csv,0.3,0.8,0.37,0.21,0.22,1.0,0.47,0.33,0.16,0.38,0.06,0.7,0.58,0.74
liferea.csv,0.3,0.91,0.67,0.08,1.0,0.2,0.5,0.48,0.18,0.58,0.12,0.67,0.83,0.69
plearn.csv,0.96,0.7,0.35,0.24,0.22,0.24,0.31,0.5,0.17,0.34,0.11,0.62,0.42,0.67
psrchive.csv,0.9,0.6,0.0,1.0,0.12,0.5,0.73,0.75,0.08,1.0,0.75,0.78,0.83,0.5
qcad2.csv,0.38,0.85,0.4,0.1,0.24,0.21,0.48,0.98,0.22,0.41,0.09,0.66,0.58,0.68
tzod.csv,0.32,0.84,1.0,0.24,0.27,0.24,0.56,0.56,0.2,0.45,0.23,0.6,0.55,0.6
wxcode.csv,0.76,0.9,0.5,0.42,0.0,0.0,0.67,0.64,0.17,0.33,1.0,0.67,1.0,1.0
xinity.csv,0.32,0.64,0.54,0.12,0.2,0.22,0.49,0.33,0.14,0.44,0.06,0.98,0.32,0.55
xmoto.csv,0.33,0.73,0.31,0.23,0.24,0.29,0.51,0.48,0.18,0.41,0.12,0.68,1.0,0.77
