,plearn.csv,awemud.csv,tzod.csv,psrchive.csv,liferea.csv,kwave.csv,firebreath.csv,qcad2.csv,customwars.csv,irplus.csv,wxcode.csv,xinity.csv,xmoto.csv,gss.csv
awemud.csv,0.59,1.0,0.58,0.69,0.64,0.47,0.54,0.57,0.64,0.62,0.17,0.43,0.48,0.58
customwars.csv,0.48,0.41,0.3,0.33,0.55,0.33,0.21,0.35,0.95,0.39,0.72,0.52,0.54,0.3
firebreath.csv,0.26,0.64,0.55,0.33,0.59,0.58,0.94,0.55,0.68,0.62,0.62,0.47,0.57,0.2
gss.csv,0.6,0.66,0.56,0.61,0.63,0.57,0.49,0.66,0.64,0.58,0.68,0.54,0.64,0.94
irplus.csv,0.41,0.46,0.45,0.47,0.63,0.32,0.53,0.29,0.71,0.97,0.17,0.48,0.35,0.32
kwave.csv,0.4,0.35,0.44,0.52,0.47,1.0,0.34,0.37,0.44,0.28,0.17,0.49,0.23,0.51
liferea.csv,0.28,0.31,0.63,0.09,1.0,0.14,0.15,0.31,0.54,0.48,0.17,0.43,0.47,0.41
plearn.csv,0.88,0.47,0.53,0.47,0.41,0.59,0.43,0.48,0.33,0.5,0.66,0.56,0.46,0.67
psrchive.csv,0.18,0.05,0.0,0.88,0.1,0.07,0.16,0.07,0.07,0.05,0.48,0.2,0.17,0.12
qcad2.csv,0.4,0.41,0.34,0.32,0.55,0.35,0.37,0.97,0.55,0.47,0.33,0.49,0.55,0.52
tzod.csv,0.53,0.61,0.97,0.59,0.55,0.42,0.34,0.56,0.5,0.4,0.72,0.52,0.53,0.43
wxcode.csv,0.26,0.27,0.05,0.41,0.0,0.0,0.09,0.18,0.07,0.1,1.0,0.12,0.2,0.2
xinity.csv,0.56,0.21,0.59,0.24,0.46,0.35,0.42,0.51,0.33,0.32,0.41,0.99,0.2,0.48
xmoto.csv,0.58,0.53,0.43,0.53,0.57,0.6,0.49,0.5,0.62,0.64,0.66,0.61,0.98,0.74
