,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.37,0.41,0.82,0.4,0.48,0.44,0.37,0.49,0.55,0.61,0.61,0.45,0.38,0.45,0.43,0.33
customsagetv.csv,0.75,0.95,0.54,0.5,0.44,0.4,0.48,0.64,0.67,0.61,0.48,0.8,0.58,0.75,0.77,0.49
fluidium.csv,0.67,0.67,0.0,0.63,0.0,0.96,0.0,0.67,0.5,0.0,0.0,0.0,0.83,0.43,0.5,0.92
guineu.csv,0.51,0.6,0.0,0.75,0.74,0.57,0.78,0.46,0.96,0.91,0.94,0.59,0.68,0.47,0.69,0.47
inkscape.csv,0.48,0.44,0.75,0.44,0.92,0.71,0.46,0.57,0.68,0.56,0.71,0.45,0.52,0.43,0.38,0.4
mpqc.csv,0.96,0.98,0.67,0.67,0.84,0.97,0.94,0.84,0.97,0.99,0.8,0.6,0.96,0.61,0.95,0.77
nsis.csv,0.42,0.51,0.5,0.74,0.43,0.85,0.44,0.7,0.6,0.61,0.58,0.39,0.51,0.84,0.46,0.5
octave.csv,0.51,0.59,0.8,0.68,0.61,0.92,0.88,0.43,0.95,0.66,0.73,0.53,0.77,0.5,0.8,0.53
owfs.csv,0.32,0.43,0.53,0.59,0.43,0.59,0.42,0.42,0.68,0.46,0.49,0.48,0.49,0.48,0.36,0.32
owlib.csv,0.29,0.37,0.39,0.31,0.37,0.39,0.32,0.29,0.35,0.38,0.36,0.35,0.33,0.35,0.58,0.29
pamguard.csv,0.67,0.8,0.38,0.53,0.63,0.72,0.44,0.47,0.52,0.64,0.73,0.58,0.43,0.0,0.5,0.69
prelude.csv,0.31,0.4,0.45,0.4,0.35,0.4,0.34,0.44,0.53,0.45,0.45,0.38,0.36,0.41,0.33,0.33
robocode.csv,0.37,0.42,0.75,0.43,0.45,0.41,0.31,0.46,0.56,0.47,0.39,0.45,0.39,0.36,0.38,0.47
uwom-server.csv,0.73,0.68,0.0,0.6,0.53,0.58,0.54,0.52,0.49,0.5,0.47,0.39,0.93,0.36,0.45,0.59
zengine.csv,0.31,0.4,0.38,0.35,0.39,0.42,0.36,0.42,0.56,0.41,0.48,0.42,0.37,0.42,0.32,0.31
zildo.csv,0.45,0.37,0.5,0.39,0.65,0.65,0.47,0.73,0.42,0.49,0.5,0.65,0.42,0.57,0.33,0.43
