,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.79,0.97,0.18,0.88,0.38,0.96,0.81,0.71,0.18,0.55,0.71,0.92,0.86,0.9,0.58,0.73
customsagetv.csv,0.12,0.04,0.0,0.19,0.29,0.46,0.28,0.14,0.12,0.16,0.29,0.08,0.16,0.1,0.24,0.09
fluidium.csv,0.02,0.01,0.0,0.48,0.01,0.18,0.0,0.07,0.04,0.0,0.0,0.0,0.05,0.41,0.03,0.14
guineu.csv,0.29,0.54,0.0,0.06,0.18,0.47,0.06,0.71,0.41,0.34,0.14,0.5,0.3,0.93,0.36,0.11
inkscape.csv,0.62,0.7,0.0,0.63,0.1,0.44,0.28,0.75,0.79,0.51,0.71,1.0,0.77,0.59,0.91,0.82
mpqc.csv,0.33,0.3,0.09,0.06,0.43,0.24,0.28,0.57,0.59,0.44,0.57,0.42,0.43,0.79,0.24,0.48
nsis.csv,0.76,0.82,0.45,0.46,0.83,0.44,0.91,0.75,0.68,0.66,0.0,0.5,0.57,0.48,0.67,0.3
octave.csv,0.45,0.43,0.0,0.37,0.19,0.19,0.12,0.61,0.34,0.41,0.43,0.33,0.27,0.48,0.21,0.52
owfs.csv,0.79,0.84,0.82,0.31,0.61,0.43,0.5,0.89,0.27,0.82,0.86,0.42,0.27,0.59,0.85,0.93
owlib.csv,0.76,0.31,0.0,0.6,0.47,0.51,0.56,0.43,0.27,0.4,0.43,0.42,0.34,0.41,0.12,0.8
pamguard.csv,0.34,0.22,0.09,0.25,0.29,0.3,0.38,0.61,0.25,0.2,0.14,0.0,0.66,0.03,0.36,0.57
prelude.csv,0.98,0.98,0.09,0.85,0.9,0.88,0.84,0.93,0.79,0.82,1.0,0.5,0.93,0.55,0.97,0.84
robocode.csv,0.64,0.48,0.0,0.29,0.5,0.77,0.53,0.29,0.7,0.35,0.43,0.25,0.84,0.52,0.55,0.57
uwom-server.csv,0.22,0.43,0.0,0.23,0.31,0.4,0.22,0.36,0.54,0.38,0.29,0.25,0.18,0.48,0.52,0.18
zengine.csv,1.0,0.99,0.27,0.85,0.88,0.91,1.0,1.0,0.93,0.94,1.0,0.08,0.95,0.72,1.0,0.91
zildo.csv,0.41,0.71,0.09,0.73,0.26,0.42,0.44,0.11,0.29,0.34,0.43,0.17,0.23,0.28,0.67,0.25
