,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.03,0.61,0.74,0.81,0.69,0.76,0.61,0.67,0.53,0.68,0.43,0.84
codesmith.csv,0.76,0.86,0.8,0.55,0.69,0.7,0.71,0.67,0.54,0.62,0.77,0.0
icescrum.csv,0.35,0.62,0.7,0.59,0.58,0.7,0.54,0.51,0.5,0.84,0.0,0.92
ingex.csv,0.87,0.82,0.94,0.74,0.74,0.63,0.79,0.08,0.8,0.86,0.83,0.64
jrefactory.csv,0.68,0.76,0.08,0.84,0.75,0.78,0.69,0.88,0.86,0.87,0.71,0.63
jsecurity.csv,0.75,0.72,0.73,0.1,0.73,0.66,0.7,0.62,0.8,0.71,0.63,0.6
libopenmetaverse.csv,0.79,0.63,0.72,0.88,0.78,0.03,0.81,0.84,0.8,0.8,0.73,0.53
lite.csv,0.81,0.63,0.66,0.85,0.83,0.67,0.7,0.86,0.0,1.0,0.67,0.98
mobicents.csv,0.55,0.53,0.78,0.65,0.63,0.78,0.01,0.57,0.94,0.75,0.75,0.85
opendvr.csv,0.67,0.71,0.67,0.61,0.72,0.95,0.65,0.72,0.55,0.09,0.75,0.84
openefm.csv,0.69,0.06,0.75,0.81,0.58,0.73,0.61,0.52,0.81,0.77,0.59,0.87
sidekar.csv,0.6,0.74,0.83,0.51,0.03,0.68,0.58,0.6,0.62,0.67,0.54,0.85
