,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.0,1.0,0.0,12.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0
codesmith.csv,3.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0
icescrum.csv,2.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0
ingex.csv,5.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
jrefactory.csv,10.0,2.0,0.0,15.0,4.0,0.0,0.0,3.0,1.0,0.0,7.0,0.0
jsecurity.csv,6.0,6.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,3.0,2.0,0.0
libopenmetaverse.csv,8.0,1.0,0.0,11.0,1.0,0.0,0.0,3.0,6.0,0.0,2.0,0.0
lite.csv,2.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,74.0,8.0,5.0
mobicents.csv,4.0,3.0,0.0,8.0,0.0,0.0,0.0,2.0,9.0,0.0,8.0,0.0
opendvr.csv,18.0,1.0,1.0,8.0,1.0,0.0,0.0,3.0,4.0,0.0,3.0,0.0
openefm.csv,2.0,0.0,1.0,11.0,2.0,5.0,0.0,5.0,7.0,0.0,2.0,3.0
sidekar.csv,7.0,0.0,4.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
