,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,ingex.csv,lite.csv,opendvr.csv,icescrum.csv,codesmith.csv
beast-mcmc.csv,0.97,0.45,0.33,0.21,0.31,0.5,0.46,0.52,0.67,0.36,0.63,0.16
codesmith.csv,0.7,0.48,0.55,0.64,0.8,0.47,0.75,0.79,0.93,0.55,0.74,1.0
icescrum.csv,0.7,0.42,0.39,0.44,0.47,0.33,0.54,0.62,0.8,0.18,1.0,0.08
ingex.csv,0.27,0.21,0.16,0.33,0.55,0.39,0.3,0.93,0.33,0.27,0.21,0.48
jrefactory.csv,0.39,0.3,0.92,0.28,0.33,0.86,0.35,0.17,0.2,0.32,0.42,0.44
jsecurity.csv,0.26,0.39,0.31,0.9,0.28,0.42,0.33,0.69,0.27,0.36,0.47,0.62
libopenmetaverse.csv,0.79,0.55,0.86,0.74,0.48,0.97,0.79,0.93,0.67,0.23,0.58,0.58
lite.csv,0.2,0.39,0.37,0.15,0.17,0.36,0.31,0.14,1.0,0.0,0.53,0.08
mobicents.csv,0.5,0.61,0.59,0.38,0.44,0.47,0.99,0.69,0.2,0.45,0.37,0.2
opendvr.csv,0.64,0.73,0.76,0.56,0.52,0.89,0.68,0.76,0.67,0.91,0.95,0.72
openefm.csv,0.36,0.94,0.59,0.77,0.52,0.31,0.47,0.52,0.93,0.23,0.42,0.14
sidekar.csv,0.65,0.3,0.61,0.67,1.0,0.58,0.66,0.55,0.8,0.36,0.89,0.17
