,recall,precision,pf,wins
biopax.csv,0.99,0.5,0.94,2
chaosrts.csv,0.66,0.52,0.42,5
cortex-vfx.csv,0.49,0.62,0.22,13
fm-classic.csv,0.24,0.73,0.07,16
fritzing.csv,0.59,0.68,0.25,15
jlinalg.csv,0.79,0.45,0.71,1
loki-lib.csv,0.56,0.56,0.3,7
metacosm.csv,0.5,0.59,0.29,9
multitude.csv,0.83,0.54,0.61,4
ng4j.csv,0.65,0.58,0.3,12
phonon-vlc-mplayer.csv,0.65,0.59,0.33,11
playerstage.csv,0.63,0.63,0.27,14
qgis.csv,0.62,0.52,0.32,6
rsyslog.csv,0.72,0.49,0.5,3
rtrt-on-gpu.csv,0.34,0.43,0.53,0
superwaba.csv,0.68,0.61,0.42,10
unflobtactical.csv,0.77,0.58,0.48,8
