,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.05,0.0,0.0,0.05,0.04,0.01,0.11,0.05,0.0,0.02,0.03,0.02,0.06,0.38,0.02,0.0,0.04
botsnscouts.csv,0.26,0.91,0.33,0.29,0.59,0.42,0.98,0.92,0.22,0.75,0.31,0.1,0.48,0.64,0.61,0.48,0.45,0.0,0.15
bscwweasel.csv,0.4,0.01,0.43,0.23,0.24,0.2,0.31,0.21,0.15,0.22,0.15,0.42,0.81,0.19,0.17,0.41,0.3,0.0,0.09
bzbyte.csv,0.88,0.02,0.29,1.0,0.82,0.83,0.93,0.66,0.52,1.0,0.85,1.0,1.0,1.0,0.39,0.0,1.0,1.0,0.98
capcode.csv,0.63,0.0,0.43,0.39,0.35,0.62,0.07,0.25,0.33,0.1,0.38,0.67,0.53,0.55,0.28,0.62,0.22,1.0,0.15
emite.csv,0.1,0.5,0.0,0.13,0.18,0.29,0.36,0.41,0.11,0.19,0.38,0.12,0.23,0.04,0.22,0.24,0.35,0.0,0.13
fbmanager.csv,0.04,0.04,0.05,0.16,0.18,0.08,0.38,0.39,0.19,0.21,0.54,0.31,0.94,0.31,0.22,0.0,0.08,0.0,0.07
lcfizvtop.csv,0.45,0.0,0.57,0.29,0.65,0.27,0.71,0.46,0.52,0.78,0.69,0.27,0.1,0.36,0.44,0.73,0.42,0.0,0.13
mediaportal.csv,0.1,0.01,0.29,0.0,0.12,0.12,0.22,0.15,0.11,0.03,0.23,0.17,0.15,0.04,0.0,0.24,0.05,0.0,0.0
nodal.csv,0.32,0.0,0.24,0.1,0.76,0.46,0.64,0.25,0.0,0.14,0.23,0.12,0.23,0.4,0.06,0.58,0.08,0.0,0.11
paintown.csv,0.22,1.0,0.48,0.77,1.0,0.97,0.91,1.0,1.0,0.89,1.0,0.58,0.94,0.88,0.44,0.63,0.72,1.0,1.0
powerfolder.csv,0.15,0.76,0.1,0.39,0.53,0.51,0.51,0.59,0.07,0.29,0.15,0.25,0.24,0.09,0.33,0.2,0.08,0.0,0.39
retromenu.csv,0.01,0.0,0.1,0.06,0.06,0.06,0.22,0.14,0.22,0.22,0.38,0.06,0.05,0.02,0.06,0.36,0.18,0.0,0.02
smbopensoft.csv,0.9,0.18,0.86,0.45,0.65,0.71,0.87,0.46,0.93,0.56,1.0,0.48,0.9,0.81,0.78,0.94,0.82,1.0,0.17
sqlpower-library.csv,0.99,0.98,0.9,0.9,0.29,0.76,0.44,0.79,1.0,0.78,0.85,1.0,1.0,0.83,0.94,1.0,0.85,1.0,0.37
st-filteredstatistics.csv,0.36,0.92,0.86,0.61,0.82,0.51,0.89,0.79,0.52,0.9,0.31,0.77,0.37,0.62,0.72,0.77,0.62,1.0,0.83
triplea.csv,0.26,0.78,0.29,0.32,0.59,0.73,0.76,0.65,0.33,0.51,0.69,0.35,0.6,0.58,0.5,0.48,0.57,0.0,0.61
uface.csv,0.66,1.0,0.9,0.77,0.47,0.46,0.71,0.68,0.89,0.56,0.92,0.71,1.0,0.77,0.83,0.88,0.5,1.0,0.07
