,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.5,0.88,1.0,0.46,0.88,0.3,0.79,0.68,0.41,0.39,0.43
azureus.csv,0.14,0.54,0.1,0.27,0.38,0.1,0.98,0.38,0.06,0.17,0.17
forester-atv.csv,0.02,1.0,0.07,0.16,0.12,0.0,0.09,0.05,0.18,0.07,0.08
gabel.csv,0.08,0.0,0.0,0.0,1.0,0.0,0.04,0.0,0.0,0.01,0.0
google-collections.csv,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0
javaprofiler.csv,0.26,0.58,0.38,0.27,0.88,0.5,0.71,0.73,0.59,0.38,1.0
mycila.csv,0.1,0.46,0.03,0.22,0.0,0.9,0.05,0.02,0.18,0.13,0.47
neodatis-odb.csv,0.39,0.54,0.45,0.97,0.12,0.1,0.34,0.15,0.47,0.32,0.45
pokenetonline.csv,0.81,0.85,0.86,0.7,0.75,0.7,0.91,0.93,0.88,0.73,0.57
rcp-company-uibindings.csv,0.96,1.0,1.0,0.97,1.0,0.9,1.0,1.0,0.94,1.0,0.93
servicestack.csv,0.66,0.81,0.66,0.68,0.62,0.3,0.59,0.65,0.88,0.62,0.47
