,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,1.0,0.43,1.0,0.3,0.17,0.12,0.33,0.8,0.54,0.99,0.89
azureus.csv,1.0,0.67,0.75,0.45,0.16,0.2,1.0,0.85,0.33,1.0,0.93
forester-atv.csv,1.0,1.0,1.0,0.67,0.1,0.0,0.38,1.0,0.6,0.94,0.75
gabel.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.33,0.0,0.0,1.0,0.0
google-collections.csv,1.0,0.39,0.48,0.35,0.08,0.18,0.26,0.71,0.27,0.96,0.68
javaprofiler.csv,1.0,0.48,0.42,0.26,0.11,0.23,0.31,0.75,0.27,0.98,0.97
mycila.csv,1.0,0.46,0.33,0.32,0.0,1.0,0.17,0.33,0.5,0.91,0.7
neodatis-odb.csv,0.94,0.45,0.54,1.0,0.04,0.25,0.31,0.75,0.38,0.92,0.77
pokenetonline.csv,0.98,0.4,0.44,0.32,0.09,0.18,0.31,1.0,0.31,0.97,0.67
rcp-company-uibindings.csv,0.99,0.39,0.48,0.35,0.08,0.18,0.26,0.71,0.31,1.0,0.7
servicestack.csv,0.96,0.4,0.63,0.34,0.11,0.16,0.29,0.8,1.0,0.97,0.74
