,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.0,2.0,0.0,0.0,5.0,10.0,12.0,0.0,0.0,0.0,0.0
azureus.csv,0.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0
forester-atv.csv,0.0,0.0,0.0,0.0,5.0,51.0,3.0,0.0,1.0,0.0,0.0
gabel.csv,0.0,65.0,61.0,106.0,0.0,51.0,1.0,84.0,62.0,0.0,110.0
google-collections.csv,0.0,3.0,0.0,0.0,20.0,13.0,22.0,0.0,0.0,0.0,0.0
javaprofiler.csv,0.0,1.0,8.0,6.0,29.0,2.0,17.0,1.0,7.0,0.0,0.0
mycila.csv,0.0,2.0,1.0,0.0,99.0,0.0,10.0,0.0,0.0,0.0,0.0
neodatis-odb.csv,0.0,3.0,0.0,0.0,19.0,2.0,19.0,0.0,0.0,0.0,0.0
pokenetonline.csv,0.0,4.0,4.0,3.0,25.0,5.0,16.0,0.0,0.0,0.0,0.0
rcp-company-uibindings.csv,0.0,3.0,0.0,0.0,18.0,8.0,22.0,0.0,0.0,0.0,0.0
servicestack.csv,0.0,2.0,0.0,0.0,10.0,4.0,7.0,0.0,0.0,0.0,0.0
