,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.86,0.32,0.9,0.69,0.62,0.71,0.98,0.81,0.9,0.92,0.75
gbif-providertoolkit.csv,0.92,1.08,0.86,0.76,0.37,0.9,0.88,0.51,1.11,0.81,0.8
geochat.csv,0.94,0.83,0.81,0.81,0.91,0.54,0.82,0.79,0.92,0.66,0.53
heekscad.csv,0.36,0.5,0.48,0.59,0.6,0.57,0.63,0.59,0.62,0.59,0.71
igarden.csv,0.47,0.65,0.58,0.44,0.55,0.55,0.48,0.51,0.43,0.63,0.75
jstock.csv,0.48,0.46,0.47,0.54,0.72,0.63,0.82,0.2,0.59,0.56,0.77
levent.csv,0.65,1.05,0.86,0.9,0.61,0.86,0.44,0.63,0.68,1.0,0.94
piccolo2d.csv,0.82,1.0,0.56,0.84,0.48,0.31,0.62,0.64,0.8,0.62,0.81
pnotepad.csv,0.43,0.63,0.74,0.97,0.92,0.82,0.57,0.7,0.12,0.56,0.78
trinitycore.csv,0.63,0.54,0.62,0.65,0.78,0.71,1.0,0.91,0.72,0.54,0.9
xcsoar.csv,0.4,0.76,0.37,0.62,0.54,0.71,0.59,0.45,0.75,0.62,0.61
