,array4j.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,jmonkeyengine.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,reaper3d.csv,ngl.csv,jas.csv
array4j.csv,0.0,0.15,0.29,0.26,0.22,0.16,0.28,0.08,0.21,0.15,0.04,0.36,0.12
e-bio-flow.csv,0.13,0.36,0.44,0.21,0.32,0.35,0.3,0.0,0.05,0.1,0.11,0.34,0.15
jas.csv,0.06,0.1,0.02,0.02,0.05,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0
jbpm.csv,0.0,0.05,0.07,0.0,0.03,0.05,0.12,0.06,0.13,0.05,0.03,0.11,0.08
jgossipforum.csv,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.01,0.0
jmonkeyengine.csv,0.7,0.14,0.07,0.29,0.27,0.15,0.0,0.33,0.15,0.27,0.25,0.17,0.28
joustsim.csv,0.24,0.01,0.04,0.07,0.06,0.11,0.12,0.13,0.12,0.0,0.05,0.18,0.03
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ngl.csv,0.41,0.26,0.5,0.31,0.49,0.27,0.3,0.38,0.33,0.35,0.37,0.0,0.34
piccolo2d.csv,0.05,0.04,0.01,0.06,0.04,0.0,0.04,0.02,0.0,0.03,0.02,0.0,0.03
pustefix.csv,0.7,0.75,0.61,0.73,0.78,0.0,0.44,0.54,0.57,0.2,0.41,0.34,0.5
reaper3d.csv,0.56,0.32,0.2,0.27,0.18,0.02,0.02,0.1,0.07,0.33,0.0,0.0,0.08
sblim.csv,0.17,0.0,0.06,0.06,0.21,0.05,0.08,0.1,0.04,0.03,0.0,0.11,0.04
