,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.57,0.48,0.2,0.5,0.59,0.27,0.6,0.65,0.86,0.4,0.25,0.42,0.6,0.58,0.6,0.14
customsagetv.csv,0.36,0.16,0.25,0.5,0.36,0.18,0.41,0.2,0.18,0.34,0.23,0.16,0.48,0.0,0.36,0.87
fluidium.csv,0.1,0.0,0.0,0.31,0.06,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.69,0.0,0.18
guineu.csv,0.64,0.57,0.06,0.31,0.64,0.37,0.51,0.44,0.18,0.39,0.26,0.48,0.52,0.53,0.46,0.86
inkscape.csv,0.56,0.64,0.0,0.0,0.31,0.18,0.71,0.5,0.36,0.62,0.23,0.0,0.36,0.0,0.24,0.48
mpqc.csv,0.34,0.15,0.2,0.0,0.3,0.54,0.29,0.41,0.25,0.38,0.52,0.4,0.27,0.42,0.31,0.48
nsis.csv,0.47,0.36,0.66,0.3,0.39,0.67,0.32,0.38,0.54,0.53,0.74,0.73,0.54,0.35,0.37,0.62
octave.csv,0.38,0.58,0.2,0.59,0.58,0.39,0.49,0.48,0.1,0.52,0.27,0.51,0.29,0.51,0.4,0.62
owfs.csv,0.32,0.29,0.67,0.57,0.57,0.5,0.24,0.34,0.69,0.21,0.64,0.5,0.64,0.44,0.32,0.3
owlib.csv,0.67,0.7,0.55,0.62,0.61,0.36,0.59,0.61,0.63,0.62,0.44,0.49,0.66,0.55,0.33,0.7
pamguard.csv,0.49,0.39,0.57,0.63,0.68,0.42,0.53,0.59,0.64,0.33,0.22,0.48,0.56,0.06,0.72,0.17
prelude.csv,0.27,0.05,0.84,0.41,0.24,0.44,0.62,0.26,0.62,0.51,0.0,0.74,0.21,0.65,0.24,0.61
robocode.csv,0.68,0.63,0.02,0.59,0.57,0.48,0.76,0.73,0.52,0.62,0.43,0.42,0.51,0.6,0.53,0.54
uwom-server.csv,0.27,0.33,0.0,0.0,0.57,0.37,0.62,0.39,0.52,0.67,0.24,0.54,0.02,0.49,0.39,0.47
zengine.csv,0.0,0.05,0.74,0.4,0.21,0.27,0.0,0.0,0.36,0.37,0.0,0.85,0.33,0.36,0.0,0.38
zildo.csv,0.67,0.6,0.64,0.54,0.49,0.33,0.56,0.4,0.64,0.44,0.25,0.59,0.7,0.33,0.57,0.8
