,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.13,0.08,0.29,0.55,0.13,0.27,0.0,0.03,0.27,0.28,0.22,0.0,0.4,0.05,0.11,0.11
galaxium.csv,0.03,0.17,0.21,0.3,0.11,0.1,0.14,0.93,0.02,0.0,0.29,0.5,0.11,0.24,0.02,0.16
hydrate.csv,0.0,0.17,0.24,0.05,0.26,0.6,0.06,0.98,0.16,0.34,0.59,0.0,0.59,0.38,0.07,0.0
ivef-sdk.csv,0.72,0.25,0.68,0.75,0.75,0.0,0.8,0.64,0.75,0.63,0.07,1.0,0.63,0.57,0.84,0.16
jmri.csv,0.69,0.42,0.01,0.7,0.53,0.8,0.4,0.11,0.78,0.56,0.42,0.0,0.42,0.76,0.22,0.63
jython.csv,0.56,0.75,0.91,0.75,0.77,0.83,0.94,0.01,0.82,0.61,0.63,1.0,0.58,0.9,0.85,0.53
kdenlive.csv,0.0,0.5,0.49,0.7,0.36,0.53,0.31,0.99,0.42,0.43,0.49,0.17,0.59,0.48,0.22,0.53
ninject.csv,0.05,0.0,0.17,0.0,0.09,0.03,0.09,0.92,0.0,0.18,0.15,0.0,0.07,0.14,0.0,0.21
ondex.csv,0.26,0.25,0.12,0.2,0.13,0.07,0.34,0.07,0.14,0.07,0.15,0.0,0.0,0.19,0.11,0.16
opentibia.csv,0.74,0.0,0.69,0.9,0.68,0.4,0.83,0.99,0.89,0.79,0.88,0.67,0.75,0.9,0.71,0.79
runuomondains.csv,0.36,0.5,0.09,0.05,0.02,0.0,0.09,0.0,0.08,0.1,0.0,0.0,0.05,0.38,0.18,0.05
somap.csv,0.69,0.92,0.95,1.0,0.94,1.0,1.0,0.99,1.0,0.91,1.0,0.0,0.97,1.0,0.95,1.0
taverna.csv,0.08,0.0,0.08,0.0,0.0,0.0,0.03,0.01,0.08,0.13,0.05,0.17,0.1,0.43,0.13,0.11
tigermud.csv,0.92,0.75,0.7,1.0,0.68,0.8,0.6,0.87,0.91,0.92,0.9,1.0,0.82,0.05,0.85,0.79
unbvision.csv,0.41,0.5,0.26,0.5,0.4,0.23,0.26,0.09,0.0,0.28,0.56,0.17,0.46,0.52,0.11,0.53
x-ray-mule.csv,0.28,0.17,0.26,0.0,0.38,0.0,0.31,0.82,0.66,0.37,0.08,0.33,0.2,0.43,0.76,0.16
