,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.27,0.28,0.3,0.6,0.37,0.04,1.0,0.27,0.33,0.11,0.38,0.11,0.27,0.14,0.0,0.21
galaxium.csv,0.06,0.16,0.38,0.03,0.19,0.0,0.03,0.68,0.13,0.94,0.75,0.26,0.27,0.09,0.4,0.45
hydrate.csv,0.11,0.18,0.33,0.0,0.41,0.04,0.03,0.86,0.17,0.69,0.62,0.1,0.55,0.37,0.6,0.97
ivef-sdk.csv,0.86,0.63,0.65,1.0,0.89,1.0,0.91,0.45,0.73,0.31,0.12,0.75,0.64,0.6,0.4,0.12
jmri.csv,0.7,0.7,0.98,0.8,0.37,0.52,0.24,0.36,0.73,0.46,0.62,0.24,0.36,0.69,0.2,0.55
jython.csv,0.69,0.72,0.93,0.97,0.78,0.97,0.76,1.0,0.67,0.49,0.5,0.88,0.7,0.8,1.0,0.39
kdenlive.csv,0.96,0.71,0.51,0.3,0.41,0.57,0.06,0.91,0.67,0.8,0.88,0.49,0.52,0.37,0.2,0.79
ninject.csv,0.03,0.0,0.21,0.0,0.07,0.0,0.06,0.64,0.0,0.46,0.5,0.12,0.21,0.23,1.0,0.55
ondex.csv,0.35,0.41,0.16,0.3,0.11,0.04,0.06,0.55,0.37,0.11,0.25,0.15,0.85,0.26,0.2,0.21
opentibia.csv,0.9,1.0,0.62,1.0,0.7,0.19,0.97,1.0,0.8,0.86,1.0,0.75,0.58,0.89,1.0,0.97
runuomondains.csv,0.11,0.11,0.02,0.3,0.15,0.42,0.0,0.14,0.07,0.06,0.88,0.06,0.03,0.17,0.2,0.18
somap.csv,0.89,0.96,1.0,1.0,0.96,1.0,1.0,0.95,1.0,0.94,1.0,1.0,1.0,1.0,1.0,1.0
taverna.csv,0.14,0.1,0.07,0.13,0.89,0.0,0.0,0.32,0.1,0.11,0.12,0.08,0.12,0.31,0.0,0.06
tigermud.csv,0.77,0.84,0.62,0.93,0.85,0.99,0.85,0.5,0.8,0.74,0.62,0.88,0.73,0.94,0.8,0.7
unbvision.csv,0.61,0.49,0.36,0.13,0.41,0.07,0.24,0.68,0.93,0.66,0.62,0.36,0.58,0.43,0.4,0.58
x-ray-mule.csv,0.24,0.23,0.21,0.97,0.33,0.42,0.09,0.45,0.67,0.17,0.12,0.24,0.27,0.43,0.2,0.27
