,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.3,0.06,0.15,0.25,1.0,0.29,0.07,0.0,0.03,0.13,0.5,0.38,0.03,0.17,0.12,0.8
amygdala.csv,0.63,0.41,0.59,0.07,0.45,0.33,0.79,0.54,0.46,0.97,0.36,0.25,0.47,0.34,0.3,0.2
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,1.0
dspace-gsoc.csv,0.45,0.48,0.63,0.45,0.55,0.67,0.71,0.38,0.62,0.47,1.0,0.25,0.44,0.66,0.36,1.0
hydrate.csv,0.37,0.36,0.11,0.03,0.03,0.24,0.36,0.46,0.21,0.03,0.14,0.75,0.31,0.14,1.0,0.4
ivef-sdk.csv,0.76,0.56,0.74,1.0,0.42,0.76,0.57,0.08,0.54,0.63,0.11,0.0,0.54,0.2,0.03,0.8
jmri.csv,0.56,0.97,0.37,0.07,0.21,0.48,0.43,0.62,0.23,0.74,0.47,0.5,0.26,0.46,0.42,0.8
kdenlive.csv,0.99,0.5,0.52,0.58,0.12,0.62,0.86,0.69,0.46,0.68,0.67,0.62,0.57,0.43,0.61,1.0
motu.csv,0.04,0.07,0.04,0.0,0.03,0.1,0.07,1.0,0.13,0.03,0.03,0.12,0.0,0.06,0.15,0.4
plplot.csv,0.34,0.28,0.15,0.03,0.09,0.86,0.21,0.69,0.21,0.11,0.33,0.88,0.25,0.43,0.88,1.0
projectfactory.csv,0.82,0.64,0.7,0.82,0.88,0.95,1.0,0.38,0.95,0.53,0.42,0.75,0.39,0.6,0.52,0.0
runuomondains.csv,0.03,0.02,0.04,0.0,0.0,0.1,0.07,0.15,0.05,0.03,0.08,0.88,0.04,0.06,0.15,0.0
somap.csv,1.0,0.91,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.83,1.0,1.0
taverna.csv,0.38,0.21,0.96,0.03,0.21,0.14,0.07,0.15,0.51,0.32,0.25,0.12,0.39,0.37,0.33,0.0
tigermud.csv,0.82,0.74,0.93,0.58,1.0,0.81,0.57,0.46,0.41,0.95,0.94,0.88,0.89,0.97,0.85,1.0
wishmaster.csv,0.13,0.14,0.11,0.09,0.06,0.24,0.86,0.0,0.21,0.05,0.11,0.12,0.17,0.06,0.06,0.4
