,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.52,0.42,0.58,0.46,0.42,0.45,0.38,0.6,0.35,0.49,0.44,0.65,0.39,0.39,0.53,0.36,0.38,0.46,0.37,0.43
fbmanager.csv,0.48,0.54,0.73,0.42,0.6,0.43,0.38,0.47,0.37,0.41,0.36,0.39,0.45,0.38,0.4,0.58,0.83,0.47,0.43,0.44
fleet-simulator.csv,0.35,0.36,0.49,0.43,0.34,0.35,0.3,0.39,0.32,0.38,0.32,0.36,0.33,0.34,0.43,0.31,0.38,0.43,0.37,0.38
hannosset.csv,0.0,0.0,0.0,0.96,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.88,0.0,0.75,0.5,0.0,0.0,0.75
hydrate.csv,0.75,0.88,0.75,0.58,0.94,0.89,0.62,0.75,0.63,0.8,0.52,0.71,0.59,0.43,0.51,0.55,0.86,0.44,0.39,0.93
jgossipforum.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0
jruby.csv,0.37,0.57,0.53,0.39,0.49,0.39,0.44,0.59,0.34,0.37,0.5,0.38,0.68,0.58,0.58,0.65,0.55,0.48,0.57,0.64
madman.csv,0.75,0.64,0.67,0.96,0.86,0.92,0.75,0.0,0.9,0.86,0.0,0.89,0.91,0.96,0.67,0.0,0.0,0.83,0.75,0.83
mediaportal.csv,0.0,0.67,0.8,0.74,0.55,0.75,0.45,0.53,0.75,0.5,0.69,0.75,0.63,0.94,0.7,0.54,0.63,0.64,0.88,0.74
ninject.csv,0.5,0.78,0.0,0.78,0.93,0.75,0.64,0.75,0.63,0.8,0.62,0.5,0.73,0.6,0.91,0.62,0.8,0.68,0.47,0.83
officefloor.csv,0.62,0.4,0.0,0.97,0.37,0.7,0.41,0.5,0.44,0.58,0.69,0.4,0.53,0.99,0.0,0.34,0.61,0.58,0.89,0.45
ontopia.csv,0.42,0.41,0.53,0.48,0.47,0.39,0.37,0.63,0.36,0.45,0.38,0.36,0.62,0.43,0.57,0.46,0.45,0.49,0.48,0.49
poormans.csv,0.79,0.75,0.75,0.62,0.87,0.63,0.65,0.93,0.92,0.61,0.59,0.49,0.57,0.44,0.69,0.48,0.82,0.49,0.45,0.95
power-architect.csv,0.73,0.46,0.93,0.47,0.75,0.65,0.47,0.5,0.47,0.52,0.41,0.51,0.44,0.4,0.49,0.49,0.45,0.48,0.37,0.49
powerfolder.csv,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.5,0.0
stuproa-cims.csv,0.44,0.47,0.55,0.44,0.78,0.38,0.32,0.49,0.37,0.43,0.32,0.5,0.38,0.38,0.47,0.4,0.43,0.48,0.37,0.41
tart.csv,0.0,0.0,0.5,0.94,0.0,0.8,0.5,0.9,0.0,0.0,0.0,0.0,0.86,0.86,0.83,0.0,0.75,0.0,0.0,0.0
uface.csv,0.44,0.41,0.51,0.41,0.35,0.35,0.33,0.41,0.34,0.43,0.35,0.39,0.33,0.41,0.42,0.32,0.42,0.44,0.41,0.37
wxlua.csv,0.42,0.37,0.52,0.48,0.38,0.35,0.31,0.41,0.35,0.39,0.33,0.35,0.34,0.36,0.43,0.32,0.39,0.45,0.37,0.42
