,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,52.0,1.0,319.0,6.0,9.0,0.0,126.0,78.0,30.0,0.0,21.0,0.0,23.0,30.0,0.0,27.0,0.0,2.0,0.0
fbmanager.csv,0.0,61.0,0.0,178.0,5.0,14.0,0.0,51.0,81.0,8.0,1.0,3.0,1.0,4.0,2.0,1.0,8.0,1.0,0.0,1.0
fleet-simulator.csv,7.0,54.0,0.0,238.0,0.0,12.0,1.0,130.0,81.0,21.0,0.0,17.0,0.0,5.0,27.0,0.0,20.0,0.0,3.0,0.0
hannosset.csv,64.0,61.0,0.0,14.0,0.0,93.0,89.0,224.0,125.0,56.0,67.0,0.0,74.0,0.0,161.0,0.0,59.0,144.0,51.0,3.0
hydrate.csv,1.0,7.0,1.0,31.0,4.0,93.0,0.0,28.0,5.0,7.0,2.0,4.0,0.0,22.0,5.0,1.0,5.0,0.0,0.0,0.0
jgossipforum.csv,0.0,61.0,95.0,1376.0,204.0,93.0,89.0,0.0,125.0,56.0,67.0,74.0,1.0,636.0,161.0,61.0,59.0,144.0,51.0,161.0
jruby.csv,2.0,20.0,1.0,53.0,0.0,7.0,0.0,73.0,72.0,7.0,0.0,8.0,0.0,4.0,25.0,0.0,4.0,0.0,2.0,0.0
madman.csv,0.0,10.0,0.0,18.0,1.0,8.0,0.0,224.0,5.0,0.0,67.0,74.0,0.0,5.0,2.0,61.0,0.0,0.0,0.0,1.0
mediaportal.csv,0.0,61.0,1.0,312.0,6.0,93.0,0.0,109.0,39.0,56.0,0.0,74.0,3.0,0.0,28.0,0.0,28.0,0.0,2.0,18.0
ninject.csv,0.0,8.0,0.0,10.0,3.0,93.0,2.0,224.0,24.0,2.0,0.0,74.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
officefloor.csv,0.0,61.0,0.0,0.0,6.0,10.0,0.0,224.0,125.0,30.0,0.0,16.0,0.0,21.0,161.0,2.0,24.0,0.0,3.0,0.0
ontopia.csv,1.0,48.0,0.0,213.0,2.0,8.0,0.0,101.0,81.0,29.0,0.0,7.0,2.0,18.0,21.0,0.0,29.0,0.0,2.0,8.0
poormans.csv,1.0,3.0,0.0,41.0,13.0,9.0,1.0,7.0,7.0,22.0,0.0,8.0,1.0,7.0,0.0,1.0,6.0,0.0,2.0,0.0
power-architect.csv,1.0,49.0,0.0,202.0,4.0,13.0,0.0,131.0,52.0,23.0,0.0,19.0,0.0,22.0,41.0,2.0,28.0,0.0,3.0,0.0
powerfolder.csv,64.0,61.0,95.0,2.0,0.0,93.0,0.0,224.0,0.0,56.0,67.0,74.0,0.0,5.0,0.0,61.0,0.0,0.0,0.0,161.0
stuproa-cims.csv,1.0,61.0,0.0,143.0,0.0,12.0,0.0,104.0,89.0,25.0,0.0,11.0,0.0,23.0,31.0,6.0,32.0,0.0,6.0,0.0
tart.csv,64.0,61.0,0.0,8.0,0.0,0.0,0.0,224.0,125.0,0.0,67.0,74.0,0.0,0.0,161.0,0.0,59.0,0.0,51.0,161.0
uface.csv,1.0,48.0,0.0,78.0,0.0,12.0,0.0,120.0,73.0,25.0,0.0,19.0,1.0,23.0,21.0,0.0,23.0,0.0,3.0,0.0
wxlua.csv,2.0,51.0,0.0,307.0,6.0,6.0,0.0,154.0,92.0,24.0,0.0,13.0,0.0,16.0,26.0,1.0,30.0,0.0,2.0,0.0
