,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.91,0.67,0.65,0.48,0.86,0.47,0.52
clamav.csv,0.46,0.53,0.88,0.44,0.47,0.39,0.28
k3b.csv,0.42,0.42,0.43,0.42,0.64,0.41,0.36
kindb.csv,0.69,0.48,0.6,0.37,0.0,0.57,0.3
pclasses.csv,0.8,0.75,0.5,0.75,0.39,0.73,0.86
re2c.csv,0.77,0.86,0.5,0.6,0.91,0.81,0.0
thrust.csv,0.5,0.77,0.88,0.95,0.93,0.97,0.5
