,pclasses.csv,re2c.csv,thrust.csv,k3b.csv,clamav.csv,acdk.csv,kindb.csv
acdk.csv,0.18,0.25,0.22,0.56,0.37,0.69,0.79
clamav.csv,0.26,0.26,0.08,0.64,0.72,0.61,0.76
k3b.csv,0.29,0.16,0.38,0.78,0.45,0.56,0.8
kindb.csv,0.33,0.13,0.31,0.62,0.0,0.58,0.87
pclasses.csv,0.62,0.0,0.0,0.03,0.59,0.26,0.2
re2c.csv,0.17,0.92,0.11,0.49,0.32,0.19,0.06
thrust.csv,0.0,0.12,0.59,0.39,0.24,0.16,0.11
