,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.33,0.46,0.97,0.04,0.04,0.0,0.16,0.0,0.15
flylegacy.csv,0.62,0.69,0.97,0.58,0.71,0.37,0.5,0.62,0.4,0.59
jguard.csv,0.62,0.46,0.48,0.61,0.4,0.94,0.44,0.46,0.54,0.28
m-a-d-n-e-s-s.csv,0.28,0.18,0.61,0.37,0.29,0.09,0.25,0.32,0.97,0.15
mob-sen-plat.csv,0.19,0.98,0.44,0.13,0.06,0.23,0.09,0.41,0.27,0.4
raygina.csv,1.0,0.04,0.53,0.57,0.39,0.23,0.56,0.48,0.44,0.47
st-filteredstatistics.csv,0.61,0.65,0.59,0.53,0.55,0.59,0.55,0.98,0.58,0.59
upp-mirror.csv,0.41,0.15,0.54,0.38,0.96,0.24,0.33,0.18,0.49,0.27
wishmaster.csv,0.1,0.14,0.19,0.34,0.23,0.31,0.62,0.0,0.1,0.0
yarp.csv,0.15,0.4,0.51,0.31,0.29,0.2,0.0,0.3,0.28,0.96
