,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.12,0.9,0.18,0.0,0.05,0.0,0.07,0.0,0.02,0.08
flylegacy.csv,0.67,0.5,0.05,0.74,0.59,0.32,0.8,0.38,0.28,0.24
jguard.csv,0.44,0.5,0.45,0.69,0.46,0.0,0.77,0.62,0.75,0.24
m-a-d-n-e-s-s.csv,0.12,0.3,0.18,0.18,0.15,0.07,0.18,0.31,0.0,0.11
mob-sen-plat.csv,0.28,0.0,0.64,0.33,0.27,0.3,0.25,0.77,0.35,0.29
raygina.csv,0.0,0.05,0.59,0.49,0.37,0.39,0.46,0.23,0.2,0.32
st-filteredstatistics.csv,0.58,0.15,0.59,0.68,0.56,0.66,0.52,0.08,0.5,0.55
upp-mirror.csv,0.14,0.1,0.27,0.19,0.0,0.21,0.33,0.0,0.13,0.53
wishmaster.csv,0.12,0.2,0.14,0.28,0.12,0.27,0.0,0.15,0.05,0.03
yarp.csv,0.09,0.2,0.32,0.36,0.32,0.45,0.11,0.54,0.22,0.03
