,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.0,0.68,0.56,0.97,0.06,0.06,0.0,0.23,0.0,0.19
flylegacy.csv,0.54,0.74,0.98,0.28,0.77,0.34,0.3,0.71,0.35,0.58
jguard.csv,0.53,0.52,0.57,0.28,0.45,0.97,0.23,0.58,0.43,0.3
m-a-d-n-e-s-s.csv,0.33,0.23,0.7,0.28,0.37,0.11,0.21,0.41,0.98,0.19
mob-sen-plat.csv,0.2,0.98,0.55,0.08,0.08,0.23,0.07,0.58,0.23,0.4
raygina.csv,1.0,0.06,0.64,0.27,0.45,0.21,0.32,0.58,0.43,0.46
st-filteredstatistics.csv,0.51,0.71,0.71,0.23,0.61,0.49,0.3,0.99,0.43,0.52
upp-mirror.csv,0.45,0.21,0.63,0.28,0.98,0.25,0.21,0.27,0.5,0.24
wishmaster.csv,0.12,0.2,0.26,0.21,0.3,0.3,0.73,0.0,0.13,0.0
yarp.csv,0.19,0.49,0.6,0.17,0.34,0.17,0.0,0.39,0.27,0.96
