,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,1.01,0.92,0.61,0.04,0.97,0.97,1.0,0.87,1.0,0.88
flylegacy.csv,0.7,0.56,0.05,0.75,0.6,0.74,0.83,0.54,0.7,0.5
jguard.csv,0.57,0.74,0.71,0.72,0.78,0.07,0.88,0.8,0.79,0.8
m-a-d-n-e-s-s.csv,0.77,0.9,0.47,0.69,0.76,0.94,0.81,0.78,0.04,0.89
mob-sen-plat.csv,0.89,0.03,0.83,0.95,0.99,0.86,0.96,0.91,0.84,0.7
raygina.csv,0.0,0.97,0.73,0.64,0.74,0.89,0.63,0.61,0.63,0.64
st-filteredstatistics.csv,0.66,0.42,0.68,0.77,0.69,0.71,0.68,0.08,0.64,0.66
upp-mirror.csv,0.66,0.88,0.56,0.69,0.05,0.83,0.79,0.85,0.58,0.92
wishmaster.csv,0.93,0.9,0.85,0.75,0.82,0.78,0.43,1.01,0.92,1.0
yarp.csv,0.88,0.67,0.61,0.81,0.81,0.95,1.01,0.9,0.79,0.05
