,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.21,0.12,0.9,0.13,0.16,0.26,0.11
brlcad.csv,0.97,0.88,0.29,0.54,0.69,0.62,0.57
ftm.csv,0.26,0.48,0.34,0.65,0.52,0.99,0.62
google-web-toolkit.csv,0.26,0.32,0.21,0.44,0.98,0.46,0.52
jcache.csv,0.34,0.53,0.39,0.58,0.47,0.27,1.0
mimosa.csv,0.43,0.63,0.36,1.0,0.51,0.47,0.76
ogre.csv,0.4,1.0,0.28,0.67,0.64,0.25,0.59
