,brlcad.csv,ogre.csv,autat.csv,mimosa.csv,google-web-toolkit.csv,ftm.csv,jcache.csv
autat.csv,0.23,1.0,1.0,0.43,0.54,0.59,1.0
brlcad.csv,1.0,0.99,0.18,0.43,0.58,0.46,0.43
ftm.csv,0.18,0.97,0.32,0.58,0.62,1.0,0.65
google-web-toolkit.csv,0.2,0.96,0.16,0.54,1.0,0.44,0.81
jcache.csv,0.24,0.98,0.29,0.53,0.63,0.5,1.0
mimosa.csv,0.3,0.98,0.25,1.0,0.56,0.45,0.78
ogre.csv,0.25,1.0,0.18,0.52,0.58,0.42,0.45
