,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.1,0.68,0.51,0.61,0.5,0.36,0.96,0.51,0.61,0.5,0.77,0.48,0.58,0.48,0.0
bscwweasel.csv,0.01,0.17,0.29,0.96,0.43,0.29,0.0,0.06,0.16,0.2,0.0,0.07,0.58,0.13,0.0
capcode.csv,0.0,0.09,0.17,0.0,0.0,1.0,0.04,0.21,0.11,0.1,0.0,0.12,0.0,0.05,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.63,0.67,0.68,0.61,0.7,0.57,0.57,0.49,0.5,0.54,0.62,0.98,0.7,0.72,0.62
fluent-nhibernate.csv,0.02,0.09,0.29,0.24,0.23,0.2,0.07,0.32,0.05,0.23,0.0,0.42,0.9,0.1,0.0
lamp.csv,0.01,0.88,0.22,0.18,0.38,0.2,0.19,0.05,0.35,0.36,0.7,0.0,0.07,0.04,0.43
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nodal.csv,0.09,0.33,0.29,0.34,0.47,0.29,0.02,0.19,0.92,0.52,0.38,0.07,0.34,0.25,0.44
pydev.csv,0.59,0.25,0.4,0.39,0.73,0.45,0.16,0.24,0.3,1.0,0.65,0.04,0.62,0.39,0.73
retromenu.csv,0.1,0.25,0.39,0.29,0.96,0.54,0.05,0.16,0.11,0.23,0.38,0.0,0.46,0.07,0.8
smbopensoft.csv,0.96,0.17,0.27,0.12,0.56,0.2,0.39,0.26,0.26,0.29,0.69,0.19,0.21,0.11,0.76
stuproa-cims.csv,0.24,0.53,0.44,0.53,0.17,0.55,0.0,0.98,0.24,0.49,0.3,0.38,0.66,0.37,0.51
thout.csv,0.04,0.49,0.94,0.33,0.37,0.65,0.49,0.29,0.53,0.32,0.0,0.47,0.57,0.37,0.78
uface.csv,0.05,0.21,0.36,0.68,0.17,0.44,0.58,0.45,0.51,0.58,0.43,0.69,0.72,0.99,0.22
