,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.14,0.26,0.36,0.24,0.4,0.17,0.98,0.34,0.44,0.4,0.14,0.58,0.19,0.55,0.0
bscwweasel.csv,0.02,0.18,0.34,0.97,0.44,0.23,0.0,0.1,0.21,0.26,0.0,0.12,0.56,0.2,0.0
capcode.csv,0.0,0.12,0.21,0.0,0.0,1.0,0.05,0.21,0.15,0.12,0.0,0.16,0.0,0.07,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.68,0.22,0.48,0.29,0.55,0.27,0.66,0.33,0.38,0.43,0.11,0.98,0.28,0.77,0.2
fluent-nhibernate.csv,0.04,0.13,0.37,0.16,0.29,0.22,0.12,0.24,0.08,0.29,0.0,0.42,0.94,0.14,0.0
lamp.csv,0.02,0.92,0.29,0.22,0.45,0.18,0.26,0.07,0.44,0.41,0.29,0.0,0.09,0.05,0.16
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nodal.csv,0.13,0.21,0.31,0.21,0.43,0.21,0.04,0.23,0.93,0.46,0.15,0.11,0.26,0.34,0.19
pydev.csv,0.59,0.13,0.36,0.25,0.58,0.22,0.22,0.25,0.29,1.0,0.14,0.05,0.31,0.48,0.24
retromenu.csv,0.15,0.17,0.42,0.36,0.98,0.33,0.07,0.19,0.13,0.3,0.22,0.0,0.42,0.1,0.4
smbopensoft.csv,0.96,0.1,0.23,0.11,0.44,0.11,0.48,0.24,0.33,0.26,0.22,0.26,0.13,0.16,0.3
stuproa-cims.csv,0.65,0.16,0.35,0.2,0.49,0.25,0.84,0.99,0.39,0.52,0.1,0.57,0.2,0.76,0.19
thout.csv,0.06,0.15,0.96,0.14,0.33,0.29,0.58,0.26,0.39,0.3,0.0,0.44,0.3,0.44,0.32
uface.csv,0.66,0.19,0.36,0.28,0.46,0.18,0.86,0.39,0.37,0.48,0.07,0.64,0.23,1.0,0.05
