,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.0,18.0,9.0,13.0,16.0,0.0,0.0,1.0,9.0,1.0,18.0,1.0,22.0,3.0,56.0
bscwweasel.csv,0.0,1.0,1.0,0.0,1.0,1.0,147.0,2.0,1.0,1.0,62.0,0.0,2.0,0.0,56.0
capcode.csv,199.0,0.0,0.0,161.0,65.0,0.0,0.0,9.0,2.0,0.0,62.0,1.0,183.0,6.0,56.0
cme.csv,199.0,142.0,190.0,161.0,65.0,82.0,147.0,204.0,85.0,104.0,62.0,70.0,183.0,161.0,0.0
emite.csv,0.0,23.0,4.0,20.0,0.0,3.0,1.0,7.0,0.0,0.0,22.0,0.0,17.0,3.0,14.0
fluent-nhibernate.csv,0.0,0.0,1.0,26.0,1.0,0.0,0.0,6.0,1.0,0.0,62.0,2.0,0.0,8.0,56.0
lamp.csv,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,70.0,3.0,0.0,17.0
mecat.csv,199.0,142.0,190.0,161.0,65.0,82.0,147.0,204.0,85.0,104.0,0.0,70.0,183.0,161.0,56.0
nodal.csv,0.0,13.0,6.0,8.0,2.0,2.0,0.0,1.0,0.0,0.0,7.0,0.0,14.0,1.0,13.0
pydev.csv,1.0,19.0,17.0,8.0,6.0,9.0,0.0,1.0,3.0,0.0,9.0,0.0,24.0,0.0,9.0
retromenu.csv,0.0,5.0,2.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,70.0,3.0,0.0,3.0
smbopensoft.csv,0.0,15.0,2.0,2.0,6.0,5.0,0.0,4.0,1.0,6.0,8.0,1.0,12.0,1.0,11.0
stuproa-cims.csv,1.0,13.0,2.0,39.0,12.0,18.0,2.0,0.0,1.0,2.0,22.0,3.0,17.0,0.0,15.0
thout.csv,0.0,13.0,0.0,51.0,8.0,8.0,2.0,24.0,1.0,2.0,62.0,3.0,18.0,0.0,5.0
uface.csv,1.0,11.0,2.0,14.0,12.0,12.0,2.0,0.0,3.0,1.0,23.0,2.0,6.0,0.0,16.0
