,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,0.62,0.16,0.29,0.15,0.34,0.11,0.99,0.25,0.35,0.34,0.08,0.44,0.11,0.64,0.0
bscwweasel.csv,1.0,0.25,0.55,1.0,0.53,0.21,0.0,0.43,0.6,0.6,0.0,0.67,0.6,0.86,0.0
capcode.csv,0.0,0.5,0.46,0.0,0.0,1.0,0.75,0.26,0.5,0.2,0.0,0.43,0.0,0.4,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
emite.csv,0.55,0.13,0.38,0.19,0.43,0.18,0.78,0.24,0.31,0.36,0.06,1.0,0.17,0.81,0.11
fluent-nhibernate.csv,1.0,1.0,0.73,0.13,0.57,0.33,1.0,0.21,0.33,0.58,0.0,0.46,1.0,0.39,0.0
lamp.csv,1.0,1.0,0.73,0.43,0.7,0.2,0.81,0.67,0.78,0.61,0.18,0.0,0.17,0.75,0.1
mecat.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nodal.csv,0.7,0.17,0.42,0.17,0.43,0.18,0.67,0.38,0.95,0.43,0.1,0.4,0.23,0.82,0.12
pydev.csv,0.52,0.09,0.36,0.19,0.42,0.15,0.74,0.32,0.33,1.0,0.08,0.17,0.21,0.73,0.14
retromenu.csv,0.89,0.14,0.54,0.62,1.0,0.25,0.8,0.39,0.29,0.64,0.17,0.0,0.44,0.86,0.27
smbopensoft.csv,0.96,0.08,0.23,0.12,0.36,0.08,0.75,0.27,0.71,0.28,0.13,0.62,0.1,0.59,0.18
stuproa-cims.csv,0.49,0.09,0.22,0.12,0.33,0.15,0.73,1.0,0.25,0.37,0.05,0.43,0.12,0.66,0.1
thout.csv,0.6,0.09,1.0,0.09,0.33,0.18,0.75,0.27,0.31,0.33,0.0,0.44,0.2,0.58,0.2
uface.csv,0.49,0.1,0.22,0.17,0.31,0.11,0.78,0.26,0.25,0.36,0.04,0.52,0.13,1.0,0.03
