,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.16,0.14,0.17,0.35,0.13,0.32,0.25,0.63,0.52,0.39,0.21,0.28
autowikibrowser.csv,0.38,0.43,0.44,0.57,0.21,0.66,0.21,0.49,0.21,0.26,0.41,0.59
cities3d.csv,0.0,0.77,0.07,0.62,0.1,0.28,0.18,0.02,0.15,0.11,0.66,0.0
firebird.csv,0.19,0.37,0.3,0.41,0.09,0.5,0.21,0.79,0.64,0.52,0.31,0.59
hydrogen.csv,0.53,1.0,1.0,1.0,0.94,0.9,0.16,0.12,1.0,1.0,1.0,0.59
lphant.csv,0.52,0.54,0.46,0.5,0.62,0.39,0.34,0.3,0.18,0.48,0.51,0.41
qgo.csv,0.83,0.14,0.82,0.43,0.41,0.87,0.4,0.72,0.97,0.83,0.71,0.66
quickfast.csv,0.75,0.54,0.81,0.34,0.21,0.81,0.5,0.47,0.85,0.94,0.52,0.25
rhex.csv,0.26,0.57,0.41,0.63,0.31,0.55,0.23,0.28,0.03,0.56,0.35,0.34
rocrail.csv,0.31,0.2,0.35,0.87,0.38,0.6,0.24,0.37,0.79,0.19,0.26,0.38
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0
yield.csv,0.59,0.57,0.47,0.81,0.18,1.0,0.73,0.88,0.76,0.57,0.66,0.88
