,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.07,0.02,0.09,0.03,0.0,0.1,0.05,0.5,0.16,0.07,0.09,0.11,0.0,0.22,0.5,0.1
amygdala.csv,0.37,0.36,0.62,0.02,0.28,0.24,0.31,0.54,0.27,0.22,0.51,0.0,0.37,0.47,0.31,0.65
awemud.csv,0.03,0.64,0.3,0.16,0.83,0.43,0.51,0.48,0.51,0.27,0.61,0.37,0.55,0.24,0.73,0.4
bullet.csv,0.83,0.8,0.66,0.42,0.56,0.1,0.48,0.44,0.54,0.37,0.83,0.69,0.82,0.57,0.62,0.65
customwars.csv,0.03,0.64,0.09,0.33,0.33,0.1,0.03,0.84,0.08,0.0,0.0,0.03,0.27,0.84,0.73,0.2
dvd-create.csv,0.83,0.62,0.59,0.62,0.0,0.62,0.71,0.66,0.75,0.44,0.76,0.63,0.58,0.63,0.77,0.4
gbif-indexingtoolkit.csv,0.2,0.36,0.46,0.46,0.06,0.14,0.04,0.0,0.12,0.32,0.09,0.11,0.19,0.2,0.08,0.1
go.csv,0.67,0.02,0.39,0.51,0.33,0.38,0.69,0.48,0.81,0.39,0.54,0.46,0.48,0.31,0.54,0.2
gss.csv,0.83,1.0,0.7,0.33,0.89,0.81,0.85,0.58,0.66,0.98,0.64,0.71,0.89,0.69,0.81,0.0
kwave.csv,0.27,0.38,0.0,0.32,0.22,0.33,0.37,0.32,0.49,0.76,0.17,0.4,0.32,0.14,0.38,0.15
lsb.csv,0.43,0.29,0.41,0.0,0.11,0.48,0.13,0.5,0.25,0.02,0.71,0.29,0.32,0.55,0.85,0.6
mpgravity.csv,0.3,0.49,0.73,0.58,0.61,0.62,0.45,0.66,0.61,0.0,0.44,0.46,0.69,0.63,0.65,0.6
qcad2.csv,0.17,0.98,0.46,0.69,1.0,0.24,0.0,0.84,0.3,0.12,0.53,0.26,0.46,0.75,0.69,0.35
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.57,0.22,0.46,0.15,0.44,0.48,0.7,0.54,0.74,0.44,0.45,0.49,0.54,0.02,0.46,0.5
xinity.csv,0.63,0.0,0.54,0.0,0.0,0.29,0.46,0.44,0.4,1.0,0.56,0.51,0.23,0.51,0.08,0.75
