,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.91,0.88,0.29,0.6,1.0,0.89,0.71,0.17,0.01,0.62,0.25,0.64,1.0,0.75,0.5,0.71
amygdala.csv,0.76,0.67,0.2,0.57,0.84,0.88,0.32,0.16,0.0,0.1,0.13,1.0,0.39,0.61,0.65,0.43
awemud.csv,0.99,0.71,0.23,0.37,0.81,0.82,0.42,0.14,0.0,0.15,0.17,0.63,0.35,0.76,0.6,0.65
bullet.csv,0.69,0.66,0.23,0.34,0.87,0.97,0.35,0.15,0.0,0.21,0.12,0.56,0.28,0.65,0.64,0.66
customwars.csv,0.67,0.64,0.29,0.38,0.83,0.86,0.62,0.14,0.0,0.0,1.0,0.5,0.46,0.6,0.6,0.5
dvd-create.csv,0.73,0.71,0.25,0.27,1.0,0.78,0.38,0.21,0.0,0.25,0.16,0.6,0.29,0.64,0.61,0.73
gbif-indexingtoolkit.csv,0.65,0.41,0.16,0.36,0.83,0.73,0.2,1.0,0.0,0.07,0.25,0.5,0.38,0.44,0.5,0.6
go.csv,0.74,0.99,0.21,0.18,0.89,0.84,0.4,0.17,0.0,0.3,0.16,0.65,0.27,0.67,0.64,0.75
gss.csv,0.73,0.63,0.24,0.25,0.82,0.78,0.35,0.19,0.0,0.18,0.21,0.56,0.31,0.61,0.64,1.0
kwave.csv,0.77,0.62,1.0,0.2,0.85,0.79,0.4,0.16,0.0,0.24,0.24,0.46,0.28,0.72,0.6,0.79
lsb.csv,0.78,0.78,0.21,1.0,0.94,0.83,0.46,0.19,0.01,0.5,0.18,0.57,0.45,0.65,0.58,0.67
mpgravity.csv,0.86,0.66,0.16,0.29,0.75,0.77,0.36,0.18,0.0,1.0,0.14,0.58,0.34,0.68,0.66,0.57
qcad2.csv,0.85,0.64,0.3,0.25,0.8,0.83,1.0,0.16,0.0,0.29,0.12,0.44,0.36,0.58,0.54,0.68
qtwin.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
roller.csv,0.74,0.84,0.16,0.12,0.83,0.77,0.38,0.13,0.0,0.25,0.16,0.64,0.22,0.99,0.61,0.6
xinity.csv,0.6,0.0,0.14,0.0,0.0,0.79,0.25,0.15,0.0,0.23,0.17,0.45,0.18,0.59,0.95,0.52
