,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.7,0.88,0.86,0.9,0.0,0.61,0.88,0.57,0.71,0.88,0.92,0.82,0.56,0.7,0.58,0.86
amygdala.csv,0.49,0.65,0.39,0.86,0.68,0.41,0.61,0.47,0.74,0.9,0.56,0.51,0.57,0.54,0.65,0.52
awemud.csv,0.43,0.4,0.55,0.83,0.38,0.47,0.51,0.46,0.51,0.85,0.37,0.54,0.52,0.5,0.33,0.39
bullet.csv,0.46,0.41,0.38,0.64,0.36,0.4,0.6,0.5,0.63,0.74,0.36,0.44,0.46,0.41,0.36,0.34
customwars.csv,0.67,0.51,0.86,0.64,0.61,0.93,0.88,0.41,0.99,0.0,0.94,0.5,0.58,0.4,0.38,0.88
dvd-create.csv,0.38,0.38,0.43,0.63,0.4,0.4,0.45,0.33,0.48,0.46,0.35,0.42,0.5,0.34,0.29,0.4
gbif-indexingtoolkit.csv,0.94,0.96,0.77,0.69,0.83,0.91,0.8,0.9,1.0,0.93,0.92,0.88,0.82,0.94,0.75,0.8
go.csv,0.42,0.46,0.57,0.74,0.44,0.39,0.46,0.45,0.54,0.65,0.46,0.46,0.64,0.53,0.38,0.62
gss.csv,0.38,0.4,0.37,0.77,0.4,0.34,0.45,0.36,0.49,0.39,0.34,0.4,0.42,0.35,0.28,0.4
kwave.csv,0.69,0.71,0.93,0.85,0.92,0.62,0.67,0.53,0.69,0.41,0.9,0.69,0.81,0.92,0.48,0.79
lsb.csv,0.42,0.52,0.52,0.59,0.56,0.4,0.79,0.45,0.62,0.5,0.4,0.57,0.54,0.43,0.32,0.42
mpgravity.csv,0.46,0.52,0.51,0.65,0.52,0.45,0.62,0.4,0.49,0.75,0.45,0.53,0.47,0.36,0.34,0.46
qcad2.csv,0.73,0.39,0.68,0.57,0.4,0.6,0.6,0.42,0.67,0.86,0.58,0.94,0.57,0.47,0.46,0.55
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.5,0.0,0.0
roller.csv,0.39,0.44,0.45,0.96,0.38,0.48,0.47,0.42,0.5,0.54,0.47,0.43,0.61,0.43,0.42,0.48
xinity.csv,0.7,0.0,0.51,0.0,0.0,0.69,0.8,0.58,0.85,0.38,0.56,0.7,0.99,0.55,0.45,0.48
