,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv
acdk.csv,0.42,0.16,0.17,0.22,0.03,0.38,0.37,0.24,0.02,0.5,0.21,0.29,1.0,0.55,0.39,0.27
amygdala.csv,0.55,0.52,0.3,0.15,0.5,0.67,0.3,0.23,0.01,0.09,0.19,0.99,0.47,0.54,0.47,0.38
awemud.csv,0.99,0.8,0.26,0.32,0.85,0.69,0.53,0.21,0.01,0.16,0.28,0.6,0.48,0.61,0.65,0.57
bullet.csv,0.7,0.76,0.34,0.44,0.87,0.98,0.42,0.22,0.0,0.26,0.21,0.67,0.42,0.68,0.67,0.74
customwars.csv,0.05,0.65,0.17,0.46,0.55,0.3,0.18,0.23,0.0,0.0,0.97,0.05,0.5,0.71,0.65,0.21
dvd-create.csv,0.78,0.77,0.37,0.4,0.99,0.74,0.54,0.34,0.01,0.33,0.27,0.71,0.38,0.7,0.67,0.73
gbif-indexingtoolkit.csv,0.23,0.21,0.21,0.49,0.13,0.21,0.04,0.95,0.01,0.08,0.21,0.17,0.33,0.17,0.09,0.17
go.csv,0.74,0.99,0.27,0.23,0.75,0.71,0.55,0.25,0.01,0.4,0.26,0.71,0.34,0.53,0.62,0.52
gss.csv,0.8,0.76,0.36,0.29,0.89,0.85,0.51,0.3,0.01,0.3,0.34,0.67,0.47,0.66,0.75,1.0
kwave.csv,0.48,0.45,0.93,0.22,0.44,0.53,0.44,0.2,0.01,0.38,0.26,0.37,0.29,0.36,0.45,0.5
lsb.csv,0.68,0.68,0.27,0.99,0.59,0.79,0.31,0.29,0.01,0.14,0.3,0.43,0.53,0.68,0.66,0.73
mpgravity.csv,0.77,0.6,0.25,0.41,0.56,0.7,0.43,0.27,0.01,1.0,0.21,0.58,0.5,0.78,0.73,0.55
qcad2.csv,0.5,0.78,0.42,0.37,0.86,0.52,0.97,0.26,0.01,0.21,0.19,0.26,0.46,0.63,0.52,0.58
qtwin.csv,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0
roller.csv,0.68,0.73,0.21,0.09,0.66,0.61,0.53,0.19,0.01,0.33,0.24,0.71,0.28,0.99,0.53,0.55
xinity.csv,0.45,0.0,0.2,0.0,0.0,0.48,0.28,0.22,0.0,0.37,0.27,0.42,0.15,0.55,0.94,0.52
