,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,quark.csv,pnotepad.csv
bacnet.csv,0.94,0.82,0.61,0.94,0.51,0.82,0.63,0.57,0.75,0.84,0.52,0.55
gamestone.csv,0.94,0.88,0.94,0.93,0.56,0.88,0.79,0.93,1.0,0.8,0.61,0.61
gbif-providertoolkit.csv,0.86,0.0,0.0,0.5,0.93,0.88,0.89,0.89,0.91,0.67,0.67,0.5
heekscad.csv,0.45,0.48,0.38,0.35,0.37,0.5,0.36,0.46,0.42,0.41,0.38,0.5
igarden.csv,0.92,0.8,0.92,0.75,0.89,0.8,0.96,0.93,1.0,0.91,0.47,0.75
levent.csv,0.51,0.7,0.51,0.47,0.38,0.5,0.4,0.53,0.58,0.58,0.45,0.59
lportal.csv,0.81,0.69,0.85,0.72,0.74,0.86,0.58,0.71,0.99,0.59,0.64,0.62
openmsx.csv,0.48,0.54,0.73,0.46,0.77,0.92,0.86,0.7,0.5,0.68,0.39,0.68
owlapi.csv,0.86,0.0,0.86,0.89,0.92,0.75,0.0,0.91,1.0,0.67,0.79,0.0
pnotepad.csv,0.45,0.44,0.34,0.32,0.32,0.38,0.34,0.44,0.37,0.39,0.36,0.4
quark.csv,0.92,0.0,0.86,0.8,0.0,0.0,0.0,0.0,0.99,0.0,0.85,0.0
xcsoar.csv,0.39,0.72,0.49,0.52,0.43,0.41,0.56,0.51,0.54,0.49,0.34,0.78
